Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
620412 — HCO Bulletin — CCHs - Purpose  [B160-007].txt,2266,17-10-24 14:49,0.0987,0.9013,Wahrscheinlich Nicht-LRH,roberta-large
600401 — HCO Bulletin — Some Points of Theory  [B065-013].txt,2562,17-10-24 14:49,0.4836,0.5164,Nicht eindeutig,roberta-large
590503 — HCO Bulletin — Solution to Solutions  [B035-043].txt,1238,17-10-24 14:49,0.9921,0.0079,Wahrscheinlich LRH,roberta-large
690726 — HCO Bulletin — Body and Standard  [B009-136].txt,3913,17-10-24 14:49,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-large
591005 — HCO Bulletin — Finance  [B023-207].txt,1138,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
640824 — HCO Bulletin — Session Must-Nots  [B004-029].txt,7861,17-10-24 14:49,0.0047,0.9953,Wahrscheinlich Nicht-LRH,roberta-large
710330 Issue 3 — HCO Bulletin — Add to HCOB 8 Jan 71 - Auditing CS-1  [B142-024].txt,487,17-10-24 14:49,0.0442,0.9558,Wahrscheinlich Nicht-LRH,roberta-large
650929 — HCO Bulletin — Cyclical and Non-Cyclical Process Conclusions  [B005-036].txt,850,17-10-24 14:49,0.3478,0.6522,Wahrscheinlich Nicht-LRH,roberta-large
730524 — HCO Bulletin — Case Supervisor Integrity List  [B051-032].txt,6336,17-10-24 14:49,0.0047,0.9953,Wahrscheinlich Nicht-LRH,roberta-large
710207 Issue 2 — HCO Bulletin — Cancellation  [B011-010].txt,506,17-10-24 14:49,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-large
"640407 — HCO Bulletin — Scientology VI - Part 6 (Notes on Lecture of December 19, 1963)  [B168-016].txt",6758,17-10-24 14:49,0.0059,0.9941,Wahrscheinlich Nicht-LRH,roberta-large
721020 — HCO Bulletin — Expanded Dianetic Case E  [B050-030].txt,14745,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
601027 — HCO Bulletin — HCO Appointment  [B036-164].txt,416,17-10-24 14:49,0.8899,0.1101,Wahrscheinlich LRH,roberta-large
"630515 — HCO Bulletin — Time Track and Engram Running by Chains - Bulletin 1, The  [B003-020].txt",14927,17-10-24 14:49,0.4153,0.5847,Wahrscheinlich Nicht-LRH,roberta-large
"601222 — HCO Bulletin — O-W, A Limited Theory  [B141-052].txt",4698,17-10-24 14:49,0.7025,0.2975,Wahrscheinlich LRH,roberta-large
801112 Issue 1 — HCO Bulletin — Case Supervisor Correction List  [B059-034].txt,6967,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600519 — HCO Bulletin — How Help Became Betrayal  [B139-084].txt,5142,17-10-24 14:49,0.0954,0.9046,Wahrscheinlich Nicht-LRH,roberta-large
640423 — HCO Bulletin — Scientology III - Auditing by Lists  [B040-013].txt,3232,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
640121 — HCO Bulletin — Meter Level Warning - How to Kill a PC in Level V  [B040-001].txt,1248,17-10-24 14:49,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-large
810326 Issue 2R — HCO Bulletin — Expanded Green Form 40RF - Word List  [B105-002].txt,3888,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"840303 — HCO Bulletin — Comm Cycle in Solo Auditing, The  [B062-037].txt",5773,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
690411 — HCO Bulletin Attachment — Dianetic Health Form  [B164-003].txt,1313,17-10-24 14:49,0.8243,0.1757,Wahrscheinlich LRH,roberta-large
620712 — HCO Bulletin — Motivatorish Cases  [B038-044].txt,6484,17-10-24 14:49,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-large
650929 — HCO Bulletin — Cyclical and Non-Cyclical Process Conclusions  [B031-026].txt,849,17-10-24 14:49,0.4729,0.5271,Nicht eindeutig,roberta-large
670102 — HCO Bulletin — Sub Zero Releases - Examiner's Safeguard  [B041-023].txt,1600,17-10-24 14:49,0.0215,0.9785,Wahrscheinlich Nicht-LRH,roberta-large
581222 — HCO Bulletin — New HGC Process - A New Straightwire  [B034-094].txt,5664,17-10-24 14:49,0.9755,0.0245,Wahrscheinlich LRH,roberta-large
621107 Issue 3 — HCO Bulletin — ''Roll Your Own'' Prehav  [B002-080].txt,5897,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
730520 Issue 2 — HCO Bulletin — Expanded Dianetics Programming  [B013-013].txt,7819,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
850521 — HCO Bulletin — Two Types of PTSes  [B057-080].txt,2400,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
691202 — HCO Bulletin — Rising TA  [B042-156].txt,1033,17-10-24 14:49,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-large
"690519 — HCO Bulletin — Health Form, Use Of - A Brief Description of Auditing  [B129-003].txt",6044,17-10-24 14:49,0.0106,0.9894,Wahrscheinlich Nicht-LRH,roberta-large
600602 — HCO Bulletin — Dynamic Assessment on Help  [B024-148].txt,7796,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"600228 — HCO Bulletin — Four Universes, The  [B024-061].txt",1172,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
590730 — HCO Bulletin — News about Africa  [B035-088].txt,1646,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
"640908 — HCO Bulletin — Overts, What Lies Behind Them  [B040-030].txt",2306,17-10-24 14:49,0.9596,0.0404,Wahrscheinlich LRH,roberta-large
"591126 — HCO Bulletin — Interpretation of the American Personality-Oxford Capacity Analyses, The  [B023-269].txt",10519,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
710411RE — HCO Bulletin — L3RH - Dianetics and Int RD Repair List  [B079-002].txt,14025,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
840613 — HCO Bulletin — False Purpose Rundown Correction List  [B057-064].txt,20766,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
590726 — HCO Bulletin — HGC Regimen  [B023-120].txt,1383,17-10-24 14:49,1.0000,0.0000,Wahrscheinlich LRH,roberta-large
680922 — HCO Bulletin — CCHs Not Grade I  [B070-013].txt,484,17-10-24 14:49,0.0026,0.9974,Wahrscheinlich Nicht-LRH,roberta-large
580820 — HCO Bulletin — Present Time Problem - Running Of  [B034-061].txt,2662,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
"600331 — HCO Bulletin — Present Time Problem, The  [B024-088].txt",7271,17-10-24 14:49,0.0125,0.9875,Wahrscheinlich Nicht-LRH,roberta-large
580616 — HCO Bulletin — Hat Folders  [B034-045].txt,1755,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
630705 — HCO Bulletin — General ARC Break Assessment - List L1  [B003-035].txt,1703,17-10-24 14:49,0.1088,0.8912,Wahrscheinlich Nicht-LRH,roberta-large
600524 — HCO Bulletin — Bulletin Check List (WE 21 May 1960)  [B036-091].txt,1792,17-10-24 14:49,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-large
761210 — HCO Bulletin — Scientology FN and TA Position  [B074-005].txt,5248,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690821 — HCO Bulletin — TR 104 Note  [B075-077].txt,989,17-10-24 14:49,0.0536,0.9464,Wahrscheinlich Nicht-LRH,roberta-large
601120 — HCO Bulletin — HAS Co-Audit Ended  [B036-172].txt,4103,17-10-24 14:49,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-large
601219 — HCO Bulletin — Miscellaneous Items  [B027-092].txt,10886,17-10-24 14:49,0.9985,0.0015,Wahrscheinlich LRH,roberta-large
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B139-056].txt,1973,17-10-24 14:49,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
590526 — HCO Bulletin — Magazine Article (Poems by Julian cooper)  [B023-084].txt,2105,17-10-24 14:49,0.8289,0.1711,Wahrscheinlich LRH,roberta-large
590915 — HCO Bulletin — Dissemination Tips  [B023-174].txt,10752,17-10-24 14:49,0.8948,0.1052,Wahrscheinlich LRH,roberta-large
710602 Issue 2 — HCO Bulletin — Overrun - Don't Use  [B044-070].txt,890,17-10-24 14:49,0.0022,0.9978,Wahrscheinlich Nicht-LRH,roberta-large
710916 — HCO Bulletin — Intern Training Supervisor - Faults and Tips  [B045-049].txt,7933,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
840610 — HCO Bulletin — False Purpose Rundown Commands  [B057-061].txt,1998,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
581125 — HCO Bulletin — Step 6  [B034-084].txt,305,17-10-24 14:49,0.0074,0.9926,Wahrscheinlich Nicht-LRH,roberta-large
701210 Issue 1 — HCO Bulletin — Clay Table Work in Training  [B043-126].txt,8928,17-10-24 14:49,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
"711110R — HCO Bulletin — Tapes, How to Use  [B052-042].txt",9963,17-10-24 14:49,0.0038,0.9962,Wahrscheinlich Nicht-LRH,roberta-large
710616 Issue 4R — HCO Bulletin — Low TA Assessing  [B130-021].txt,1462,17-10-24 14:49,0.0029,0.9971,Wahrscheinlich Nicht-LRH,roberta-large
610823 — HCO Bulletin — New Clearing Breakthrough!  [B085-010].txt,1118,17-10-24 14:49,0.9952,0.0048,Wahrscheinlich LRH,roberta-large
570503 — HCO Bulletin — Training - What It Is Today - How We Tell People about It  [B021-018].txt,1880,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"760810R — HCO Bulletin — RSes, What They Mean  [B165-003].txt",17471,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
720402 Issue 2 — HCO Bulletin — L3 EXD - Expanded Dianetics and Ext RD Repair List  [B012-062].txt,10089,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
660610 — HCO Bulletin — S & D Commands  [B006-012].txt,527,17-10-24 14:49,0.0104,0.9896,Wahrscheinlich Nicht-LRH,roberta-large
610407 Issue 2 — HCO Bulletin — SOP Goals - Modification 1  [B001-026].txt,2585,17-10-24 14:49,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
640420 — HCO Bulletin — Model Session - Levels III to VI  [B030-001].txt,6143,17-10-24 14:49,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-large
821227 — HCO Bulletin — Training and OT  [B106-008].txt,1780,17-10-24 14:49,0.9508,0.0492,Wahrscheinlich LRH,roberta-large
710430 — HCO Bulletin — Auditing Comm Cycle  [B077-006].txt,1433,17-10-24 14:49,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-large
631002 — HCO Bulletin — GPMs - Experimental Process Withdrawn  [B003-071].txt,740,17-10-24 14:49,0.0034,0.9966,Wahrscheinlich Nicht-LRH,roberta-large
XXXXXX — HCO Bulletin — 'Please replace HCOB 22-2-72...'  [B165-055].txt,170,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
720218 Issue 2 — HCO Bulletin — Tape Translations to Tape  [B048-028].txt,3254,17-10-24 14:49,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
591030 — HCO Bulletin — To Retain Co-Audit PCs Interest in Case  [B035-165].txt,1817,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"780626 Issue 2RA — HCO Bulletin — Routine 3RA, Engram Running by Chains  [B074-010].txt",22333,17-10-24 14:49,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
640413 — HCO Bulletin — Tone Arm Action  [B040-011].txt,19066,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
720902 Issue 2 — HCO Bulletin — Why Finding Drill - Two  [B143-009].txt,6441,17-10-24 14:49,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-large
"700213 — HCO Bulletin — High TA, Full Handling Of  [B094-006].txt",3940,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711025 Issue 3 — HCO Bulletin — Auditor Failure to Understand  [B046-037].txt,2180,17-10-24 14:49,0.0003,0.9997,Wahrscheinlich Nicht-LRH,roberta-large
720912 — HCO Bulletin — Tape Players - How to Keep Them Operational  [B143-010].txt,4735,17-10-24 14:49,0.0023,0.9977,Wahrscheinlich Nicht-LRH,roberta-large
680927 — HCO Bulletin — ARC Straightwire  [B165-017].txt,1130,17-10-24 14:49,0.1332,0.8668,Wahrscheinlich Nicht-LRH,roberta-large
600425 — HCO Bulletin — Send Your Clipping Files  [B024-116].txt,666,17-10-24 14:49,0.9994,0.0006,Wahrscheinlich LRH,roberta-large
681215 — HCO Bulletin — L4A - for Assessment of All Listing Errors  [B008-081].txt,5352,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"690105R — HCO Bulletin — Unresolving Cases, Additional Note  [B093-001].txt",952,17-10-24 14:49,0.0146,0.9854,Wahrscheinlich Nicht-LRH,roberta-large
790617 — HCO Bulletin — Crashing Mis-Us - The Key to Completed Cycles of Action and Products  [B169-004].txt,32973,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711120 — HCO Bulletin — HAS Specialist and Establishment Officer Auditing Program (Revised)  [B048-044].txt,2960,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710619 Issue 1 — HCO Bulletin — CS Rules  [B011-083].txt,2200,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"600823 — HCO Bulletin — Bulletin Check List (WE August 20, 1960)  [B036-123].txt",1603,17-10-24 14:49,0.9912,0.0088,Wahrscheinlich LRH,roberta-large
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B044-050].txt,3372,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
690130 — HCO Bulletin — Triple Rudiments  [B042-005].txt,1934,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
680520 — HCO Bulletin — Overt-Motivator Sequence  [B074-001].txt,5070,17-10-24 14:49,0.0487,0.9513,Wahrscheinlich Nicht-LRH,roberta-large
710626 — HCO Bulletin — CS Series 037R - Addition 3  [B044-090].txt,5449,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
800628R — HCO Bulletin — Student Correction List Words  [B056-031].txt,4209,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
711203 — HCO Bulletin — Expanded GF40RR - Handling Sheet for Listing and R3R Items  [B050-077].txt,19077,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
701110 — HCO Bulletin — CS Responsibility for Training  [B043-120].txt,6974,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
701223 — HCO Bulletin — Fast Courses  [B043-127].txt,3492,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
570320 — HCO Bulletin — Book Project  [B021-008].txt,452,17-10-24 14:49,0.0687,0.9313,Wahrscheinlich Nicht-LRH,roberta-large
821227 — HCO Bulletin — Training and OT  [B106-009].txt,3672,17-10-24 14:49,0.9319,0.0681,Wahrscheinlich LRH,roberta-large
710721 — HCO Bulletin — Word Clearing Correction List  [B011-130].txt,3091,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
730130 Issue 1 — HCO Bulletin — Word Clearing - The Key Repair Tool for an Org  [B051-008].txt,2023,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
651105 Issue 2 — HCO Bulletin — Lecture Graphs  [B005-041].txt,428,17-10-24 14:49,0.9876,0.0124,Wahrscheinlich LRH,roberta-large
711029 — HCO Bulletin — Int Rundown Correction List Revised  [B011-218].txt,8095,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
650523 — HCO Bulletin — Scientology VI - Important - R6EW Change  [B168-040].txt,478,17-10-24 14:49,0.9760,0.0240,Wahrscheinlich LRH,roberta-large
720327 Issue 2RA — HCO Bulletin — Course Supervisor Correction List  [B079-009].txt,14986,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
780602RC — HCO Bulletin — Cramming Repair Assessment List  [B102-004].txt,9447,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600827 — HCO Bulletin — New Developments  [B024-183].txt,2495,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
620510 — HCO Bulletin — Prepchecking and Sec Checking  [B160-009].txt,6322,17-10-24 14:49,0.6830,0.3170,Wahrscheinlich LRH,roberta-large
631125 — HCO Bulletin — Dirty Needles  [B039-062].txt,2128,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
590224 — HCO Bulletin — Technical Bulletin - 'It is not only unreasonable...'  [B133-013].txt,1713,17-10-24 14:49,0.9997,0.0003,Wahrscheinlich LRH,roberta-large
700816 — HCO Bulletin — Getting the FN to Examiner  [B010-132].txt,6068,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
740708 Issue 1 — HCO Bulletin — Clear to FN  [B052-024].txt,1932,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710722 Issue 2R — HCO Bulletin — Solo Auditor Admin  [B061-003].txt,2021,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
590827 — HCO Bulletin — Success on the Special HCA-HCS Course  [B023-140].txt,1268,17-10-24 14:49,0.0473,0.9527,Wahrscheinlich Nicht-LRH,roberta-large
590422 — HCO Bulletin — Old and New Reality Scale  [B133-025].txt,1011,17-10-24 14:49,0.9961,0.0039,Wahrscheinlich LRH,roberta-large
590111 — HCO Bulletin — 'An amusingly effective process...'  [B133-003].txt,375,17-10-24 14:49,0.0185,0.9815,Wahrscheinlich Nicht-LRH,roberta-large
630814 — HCO Bulletin — Lecture Graphs  [B003-054].txt,588,17-10-24 14:49,0.9961,0.0039,Wahrscheinlich LRH,roberta-large
710930 Issue 4 — HCO Bulletin — Auditing  [B045-059].txt,3201,17-10-24 14:49,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-large
690719 — HCO Bulletin — Auditing Pre-OTs  [B009-128].txt,2101,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
621013 — HCO Bulletin — Processes  [B002-072].txt,2486,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
590709 — HCO Bulletin — Definition of Scientology - Written by LRH for Legal When Setting Up HASI Ltd  [B035-075].txt,552,17-10-24 14:49,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
580820 — HCO Bulletin — Present Time Problem - Running Of  [B021-049].txt,2641,17-10-24 14:49,0.9999,0.0001,Wahrscheinlich LRH,roberta-large
600223 — HCO Bulletin — HPA Course Change Proposal to London  [B036-040].txt,2112,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"800429 — HCO Bulletin — Prepared Lists, Their Value and Purpose  [B058-037].txt",11772,17-10-24 14:49,0.8696,0.1304,Wahrscheinlich LRH,roberta-large
820711 Issue 2 — HCO Bulletin — Questionable Auditing  [B057-011].txt,1331,17-10-24 14:49,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-large
590827 — HCO Bulletin — Success on the Special HCA-HCS Course  [B023-139].txt,1258,17-10-24 14:49,0.0456,0.9544,Wahrscheinlich Nicht-LRH,roberta-large
721205 — HCO Bulletin — Procedure  [B050-076].txt,6726,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
701022 Issue 2 — HCO Bulletin — ''No Overts'' Cases  [B010-121].txt,2825,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
721105 Issue 1 — HCO Bulletin — Case Progress Sheet  [B050-043].txt,1754,17-10-24 14:49,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B036-082].txt,2477,17-10-24 14:49,0.1250,0.8750,Wahrscheinlich Nicht-LRH,roberta-large
"820825 — HCO Bulletin — Joy of Creating, The  [B057-013].txt",518,17-10-24 14:49,0.9997,0.0003,Wahrscheinlich LRH,roberta-large
590611 — HCO Bulletin — 'The dates of the Australian ACC in Melbourne...'  [B023-093].txt,357,17-10-24 14:49,0.6335,0.3665,Wahrscheinlich LRH,roberta-large
"721215R — HCO Bulletin — Withholds, Missed and Partial  [B052-059].txt",3464,17-10-24 14:49,0.0150,0.9850,Wahrscheinlich Nicht-LRH,roberta-large
790819RA — HCO Bulletin — High Crime - Addition - High Crime Checkouts and Word Clearing  [B062-009].txt,6072,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710330 Issue 2 — HCO Bulletin — Technical Cross Index  [B011-035].txt,89838,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B139-077].txt,2383,17-10-24 14:49,0.9640,0.0360,Wahrscheinlich LRH,roberta-large
690612 — HCO Bulletin — 7 Cse R3R Set Up  [B042-094].txt,2365,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B127-010].txt",17813,17-10-24 14:49,0.9987,0.0013,Wahrscheinlich LRH,roberta-large
590622 — HCO Bulletin — How to ''Sell Scientology''  [B035-065].txt,1531,17-10-24 14:49,1.0000,0.0000,Wahrscheinlich LRH,roberta-large
800515 — HCO Bulletin Attachment — Worksheet  [B056-016].txt,706,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
820320 — HCO Bulletin — False Standards  [B106-003].txt,4232,17-10-24 14:49,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-large
801104 Issue 2 — HCO Bulletin — Vitamins  [B059-028].txt,1625,17-10-24 14:49,0.9907,0.0093,Wahrscheinlich LRH,roberta-large
600512 — HCO Bulletin — Help Processing  [B134-008].txt,5454,17-10-24 14:49,0.0241,0.9759,Wahrscheinlich Nicht-LRH,roberta-large
821227 — HCO Bulletin — Training and OT  [B064-033].txt,1779,17-10-24 14:49,0.9588,0.0412,Wahrscheinlich LRH,roberta-large
"630310 — HCO Bulletin — Routine 2-10, 2-12, 2-12A - (Also Applies to Routine 3M) - Vanished RS or RR  [B003-011].txt",6531,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
640907 — HCO Bulletin — Clay Table Levels  [B040-028].txt,3387,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
730802 — HCO Bulletin — Pep  [B051-064].txt,5000,17-10-24 14:49,0.1483,0.8517,Wahrscheinlich Nicht-LRH,roberta-large
830411 — HCO Bulletin — Cancellation of Destructive Issues  [B057-019].txt,3547,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
691012 — HCO Bulletin — Dianetic Triples Plural Item  [B093-030].txt,674,17-10-24 14:49,0.0155,0.9845,Wahrscheinlich Nicht-LRH,roberta-large
601201 — HCO Bulletin — New Formulas  [B027-089].txt,2255,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
620611 — HCO Bulletin — Prepchecking the Middle Rudiments  [B029-016].txt,2117,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
710609 Issue 1RA — HCO Bulletin — CS Tips  [B130-017].txt,5304,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"631031 — HCO Bulletin — R-2C Slow Assessment by Dynamics, Continued  [B162-004].txt",12337,17-10-24 14:49,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-large
600818 — HCO Bulletin — Vital Information  [B141-036].txt,2910,17-10-24 14:49,0.9998,0.0002,Wahrscheinlich LRH,roberta-large
670322 — HCO Bulletin — Alter-Is and Degraded Beings  [B069-002].txt,3691,17-10-24 14:49,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-large
610309 — HCO Bulletin — New Assessment Scale  [B001-018].txt,2043,17-10-24 14:49,0.0530,0.9470,Wahrscheinlich Nicht-LRH,roberta-large
641017 — HCO Bulletin — Clay Table Data  [B066-013].txt,1981,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
"710427 — HCO Bulletin — Education, Definition Of  [B044-052].txt",2265,17-10-24 14:49,0.0734,0.9266,Wahrscheinlich Nicht-LRH,roberta-large
610116 — HCO Bulletin — Training Rights  [B028-002].txt,648,17-10-24 14:49,0.3929,0.6071,Wahrscheinlich Nicht-LRH,roberta-large
"700722 — HCO Bulletin — Improvement on Spinal Adjustment, An  [B010-081].txt",2863,17-10-24 14:49,0.0002,0.9998,Wahrscheinlich Nicht-LRH,roberta-large
680930 — HCO Bulletin — Lists  [B049-043].txt,805,17-10-24 14:49,0.0051,0.9949,Wahrscheinlich Nicht-LRH,roberta-large
641116 — HCO Bulletin — Clay Table Label Goofs  [B081-020].txt,4781,17-10-24 14:49,0.0032,0.9968,Wahrscheinlich Nicht-LRH,roberta-large
710930 Issue 8 — HCO Bulletin — Drill - Model Session for OP Pro by Dup  [B011-180].txt,6016,17-10-24 14:49,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-large
711231RB — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B012-145].txt,5407,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
610220 — HCO Bulletin — Important Data on Goals SOP  [B028-010].txt,1951,17-10-24 14:49,0.1186,0.8814,Wahrscheinlich Nicht-LRH,roberta-large
590417 — HCO Bulletin — Know to Mystery Straightwire for Extreme Cases  [B023-062].txt,589,17-10-24 14:49,0.0169,0.9831,Wahrscheinlich Nicht-LRH,roberta-large
610128 — HCO Bulletin — New Assessment Scale  [B001-006].txt,2171,17-10-24 14:49,0.0908,0.9092,Wahrscheinlich Nicht-LRH,roberta-large
691005 Issue 2 — HCO Bulletin — Dianetic Triples  [B042-143].txt,736,17-10-24 14:49,0.2202,0.7798,Wahrscheinlich Nicht-LRH,roberta-large
700527 — HCO Bulletin — Unrewarding Questions and Items  [B094-013].txt,3753,17-10-24 14:49,0.0001,0.9999,Wahrscheinlich Nicht-LRH,roberta-large
681007 — HCO Bulletin — ARC Break Needle  [B008-066].txt,364,17-10-24 14:49,0.0368,0.9632,Wahrscheinlich Nicht-LRH,roberta-large
571216 — HCO Bulletin — Present Time Problem  [B021-077].txt,2578,17-10-24 14:49,0.4733,0.5267,Nicht eindeutig,roberta-large
711205 — HCO Bulletin — End Phenomenas  [B052-043].txt,1503,17-10-24 14:49,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-large
