Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
731123RB — HCO Bulletin — Dry and Wet Hands Make False TA  [B058-017].txt,5471,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
650304 — HCO Bulletin — Level 0 - Materials  [B005-001].txt,9829,16-10-24 22:04,0.9836,0.0164,Wahrscheinlich LRH,roberta-base
"600920 — HCO Bulletin — Bulletin Check List (WE September 17, 1960)  [B024-193].txt",1529,16-10-24 22:04,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-base
800503 — HCO Bulletin — PC Indicators  [B056-013].txt,8158,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B011-026].txt,7008,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
740318 — HCO Bulletin — E-Meters - Sensitivity Errors  [B098-002].txt,2021,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
710307RA — HCO Bulletin — Use of Dianetics  [B142-015].txt,3309,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
700621 — HCO Bulletin — Superficial Actions  [B078-009].txt,12991,16-10-24 22:04,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
610617 — HCO Bulletin — Primary Scale Amended  [B037-043].txt,1747,16-10-24 22:04,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-base
710717 — HCO Bulletin — Out of Valence  [B078-046].txt,2176,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610907 — HCO Bulletin — New Facts of Life - Security Checks  [B037-056].txt,4578,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
63XXXX — HCO Bulletin — Inquisitive TR  [B039-016].txt,1863,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
600225 — HCO Bulletin — Scientology Can Have a Group Win  [B027-018].txt,4702,16-10-24 22:04,0.7322,0.2678,Wahrscheinlich LRH,roberta-base
700408 Issue 2 — HCO Bulletin — More on Prepchecks  [B010-036].txt,436,16-10-24 22:04,0.0063,0.9937,Wahrscheinlich Nicht-LRH,roberta-base
701022 Issue 2 — HCO Bulletin — ''No Overts'' Cases  [B043-110].txt,2797,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
581027 — HCO Bulletin — HPA Courses for Staff  [B132-003].txt,530,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
811118 — HCO Bulletin — Folder Error Summaries - Clarified - Cancelled  [B056-089].txt,1163,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
600913 — HCO Bulletin — Financial Management  [B036-133].txt,2794,16-10-24 22:04,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-base
650727 — HCO Bulletin — Auditing by Lists  [B040-066].txt,2843,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
720219 — HCO Bulletin — Dating-Locating  [B012-036].txt,4375,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720327 Issue 3RA — HCO Bulletin — Auditor Correction List - Auditor Recovery  [B096-016].txt,10836,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
600614 — HCO Bulletin — Miscellaneous Items  [B140-004].txt,9006,16-10-24 22:04,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
781130 — HCO Bulletin — Confessional Procedure  [B173-007].txt,17230,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"600208 — HCO Bulletin — Honest People Have Rights, Too  [B114-004].txt",4989,16-10-24 22:04,0.0055,0.9945,Wahrscheinlich Nicht-LRH,roberta-base
"590907 — HCO Bulletin — 'The following is a letter received by Ron from Scientology Co-Audit Center, Loughborogh...'  [B023-156].txt",3263,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
601215 — HCO Bulletin — Presession 37  [B024-232].txt,2885,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
611017 — HCO Bulletin — Problems Intensives  [B001-084].txt,5155,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
591026 — HCO Bulletin — Source Terminals Assessment  [B035-161].txt,2541,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"691017 — HCO Bulletin — Drugs, Aspirin and Tranquilizers  [B159-052].txt",7062,16-10-24 22:04,0.0147,0.9853,Wahrscheinlich Nicht-LRH,roberta-base
"591118 — HCO Bulletin — ''Yes, Push-Button People''  [B023-262].txt",2507,16-10-24 22:04,0.9260,0.0740,Wahrscheinlich LRH,roberta-base
640420 — HCO Bulletin — Model Session - Levels III to VI  [B040-012].txt,6126,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
711212 Issue 10 — HCO Bulletin — Cramming Expertise  [B012-038].txt,3179,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
590827 — HCO Bulletin — Growth with Competence  [B035-101].txt,10567,16-10-24 22:04,0.0031,0.9969,Wahrscheinlich Nicht-LRH,roberta-base
620630 — HCO Bulletin — ARC Process  [B116-004].txt,1022,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
"721215 — HCO Bulletin — Withholds, Missed and Partial  [B012-208].txt",3357,16-10-24 22:04,0.0100,0.9900,Wahrscheinlich Nicht-LRH,roberta-base
"650929 Issue 2 — HCO Bulletin — Continuing Overt Act, The  [B005-037].txt",5206,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
630527 — HCO Bulletin — Cause of ARC Breaks  [B039-017].txt,18047,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
650703 — HCO Bulletin — Model Session Revised  [B040-063].txt,2121,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610921 — HCO Bulletin — Security Check Children - HCO WW Security Form 8  [B072-011].txt,7139,16-10-24 22:04,0.0033,0.9967,Wahrscheinlich Nicht-LRH,roberta-base
800620 — HCO Bulletin — L1C Word List  [B059-006].txt,2214,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720327 Issue 1 — HCO Bulletin — Student Correction List  [B048-047].txt,7057,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720105 Issue 2 — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part B - Grade 0 Processes  [B048-006].txt,10575,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
560103 — HCO Bulletin — Six Levels of Processing - Issue 7  [B020-005].txt,8439,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"810104 — HCO Bulletin Attachment — FES Checklist for Starting or Continuing L10, L11 or L12  [B166-007].txt",2283,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
781213R — HCO Bulletin — PC Set-Ups and CS 53  [B166-008].txt,2274,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
591103 — HCO Bulletin — Success of Paper Trick with Communication Process  [B035-170].txt,2904,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
710625 — HCO Bulletin — Barriers to Study  [B011-093].txt,6644,16-10-24 22:04,0.0323,0.9677,Wahrscheinlich Nicht-LRH,roberta-base
630909 — HCO Bulletin — Repetitive Rudiments and Repetitive Prepchecking  [B039-049].txt,5724,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600127 — HCO Bulletin — Successes with Latest Data  [B036-019].txt,4222,16-10-24 22:04,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
690914 Issue 2 — HCO Bulletin — Learning Processes - Education by Evaluation of Importance  [B009-152].txt,2409,16-10-24 22:04,0.0028,0.9972,Wahrscheinlich Nicht-LRH,roberta-base
"681226 — HCO Bulletin — Third Party Law, The  [B008-083].txt",6397,16-10-24 22:04,0.0038,0.9962,Wahrscheinlich Nicht-LRH,roberta-base
600121 — HCO Bulletin — Justification  [B024-015].txt,7110,16-10-24 22:04,0.0081,0.9919,Wahrscheinlich Nicht-LRH,roberta-base
640712 — HCO Bulletin — More on O-Ws  [B030-009].txt,2924,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
600623 — HCO Bulletin — Special Zone Plan - The Scientologist's Role in Life  [B140-003].txt,17763,16-10-24 22:04,0.3096,0.6904,Wahrscheinlich Nicht-LRH,roberta-base
840121 Issue 2 — HCO Bulletin — CSing the Happiness Rundown  [B057-039].txt,6084,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
650418 — HCO Bulletin — How to Apply Level Processing  [B005-010].txt,5486,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
690514 — HCO Bulletin — Sickness  [B075-040].txt,5246,16-10-24 22:04,0.0128,0.9872,Wahrscheinlich Nicht-LRH,roberta-base
700329 — HCO Bulletin — Auditing and Ethics  [B076-009].txt,519,16-10-24 22:04,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-base
701022 Issue 1 — HCO Bulletin — Reading Questions  [B043-109].txt,1621,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
710316 — HCO Bulletin — Student and Course Morale - Tough Checkouts & Coaching  [B011-028].txt,2129,16-10-24 22:04,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
580820 — HCO Bulletin — Present Time Problem - Running Of  [B128-006].txt,2662,16-10-24 22:04,0.0040,0.9960,Wahrscheinlich Nicht-LRH,roberta-base
721214R — HCO Bulletin — Generalities Won't Do  [B013-005].txt,4335,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
680823 — HCO Bulletin — Arbitraries  [B008-033].txt,1166,16-10-24 22:04,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-base
601208 — HCO Bulletin — Clearing Routine  [B036-180].txt,4491,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
691120 — HCO Bulletin — Some Word Definitions for Students' Use  [B042-148].txt,8473,16-10-24 22:04,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
"601125 — HCO Bulletin — New PE, The  [B036-177].txt",10420,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
610123 — HCO Bulletin — Addition to Script of a Model Session  [B001-003].txt,566,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"631126 — HCO Bulletin — New Triangle - Basic Auditing, Technique, Case Analysis, A  [B003-082].txt",7208,16-10-24 22:04,0.0023,0.9977,Wahrscheinlich Nicht-LRH,roberta-base
610407 — HCO Bulletin — Assessing for Goals and Terminals by Elimination  [B001-027].txt,3752,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
"720224 Issue 1 — HCO Bulletin — Student Examiner Checks the Student, The  [B048-033].txt",672,16-10-24 22:04,0.0029,0.9971,Wahrscheinlich Nicht-LRH,roberta-base
640629 — HCO Bulletin — Central Org and Field Auditor Targets  [B040-015].txt,11876,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
690520 — HCO Bulletin — Dianetics  [B009-085].txt,9085,16-10-24 22:04,0.0022,0.9978,Wahrscheinlich Nicht-LRH,roberta-base
600323 — HCO Bulletin — Hat Addition - ACC Supervision Hat  [B024-081].txt,1728,16-10-24 22:04,0.0125,0.9875,Wahrscheinlich Nicht-LRH,roberta-base
690607 — HCO Bulletin — Dianetics - Points Which Go out and Wreck PCs  [B042-090].txt,4298,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
610220 — HCO Bulletin — Important Data on Goals SOP  [B001-013].txt,1854,16-10-24 22:04,0.0055,0.9945,Wahrscheinlich Nicht-LRH,roberta-base
620629 — HCO Bulletin — Batteries and the Mark IV E-Meter  [B038-036].txt,957,16-10-24 22:04,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-base
710607 — HCO Bulletin — Low TAs  [B011-073].txt,1366,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600919 — HCO Bulletin — ACC Lecture Tapes  [B024-188].txt,2321,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
"700716 — HCO Bulletin — Psychiatrist at Work, The  [B010-078].txt",5701,16-10-24 22:04,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-base
851203 — HCO Bulletin — Cancellation of Dianetic Clear - DCSI Issues  [B057-089].txt,7938,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
611005 — HCO Bulletin — Clean Hands Make a Happy Life  [B001-079].txt,5217,16-10-24 22:04,0.9750,0.0250,Wahrscheinlich LRH,roberta-base
600602 — HCO Bulletin — Dynamic Assessment on Help  [B139-089].txt,7790,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
571113 — HCO Bulletin — Project Clear Check Sheet  [B021-071].txt,4175,16-10-24 22:04,0.0022,0.9978,Wahrscheinlich Nicht-LRH,roberta-base
640707 — HCO Bulletin — Justifications  [B088-001].txt,2132,16-10-24 22:04,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
620801 — HCO Bulletin — Routine 3GA - Goals - Nulling by Mid Ruds  [B086-004].txt,10514,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
580805 Issue 2R — HCO Bulletin — Rock Bracket  [B021-044].txt,1203,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
841108 — HCO Bulletin — Security Checker Beingness  [B057-068].txt,4604,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
711023 Issue 2 — HCO Bulletin — Personnel Programming Technology  [B011-206].txt,5070,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
590623 — HCO Bulletin — What Is Scientology  [B177-001].txt,2369,16-10-24 22:04,0.8263,0.1737,Wahrscheinlich LRH,roberta-base
720808 — HCO Bulletin — Distribution Correction  [B048-021].txt,710,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
721204 — HCO Bulletin — Historical  [B050-075].txt,4704,16-10-24 22:04,0.2703,0.7297,Wahrscheinlich Nicht-LRH,roberta-base
590219 — HCO Bulletin — Auditor's Code-19  [B133-011].txt,195,16-10-24 22:04,0.0018,0.9982,Wahrscheinlich Nicht-LRH,roberta-base
610407 Issue 2 — HCO Bulletin — SOP Goals - Modification 1  [B028-019].txt,2578,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"600609 — HCO Bulletin — Basic Assumptions of Scientology versus Overts, The  [B140-002].txt",14673,16-10-24 22:04,0.0165,0.9835,Wahrscheinlich Nicht-LRH,roberta-base
590714 — HCO Bulletin — Special Information for Franchise Holders  [B023-111].txt,6168,16-10-24 22:04,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-base
600714 — HCO Bulletin — Current Rundown  [B036-112].txt,7175,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"710317 — HCO Bulletin — Flag Expertise Subject - Flag Expertise on Handling GF Items, A  [B044-029].txt",1449,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
601121 — HCO Bulletin — Copy of letter from Mary Sue Hubbard to L. Ron Hubbard  [B024-226].txt,1824,16-10-24 22:04,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
801112 Issue 2 — HCO Bulletin — Registrar and Sales Personnel Confessional List  [B059-035].txt,9475,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
711024 — HCO Bulletin — False TA  [B046-033].txt,10027,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"580408 Issue 2 — HCO Bulletin — Pair of Processes, A  [B022-036].txt",1511,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"601122 — HCO Bulletin — Look at the Basic Rundown, A  [B036-175].txt",6076,16-10-24 22:04,0.0035,0.9965,Wahrscheinlich Nicht-LRH,roberta-base
590721 — HCO Bulletin — HGC Allowed Processes  [B071-030].txt,3718,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
690424 Issue 3 — HCO Bulletin — Preclear Assessment Sheet  [B093-012].txt,6351,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
720409 Issue 09 — HCO Bulletin — Clearing List Words in Scientology - L1X Hi-Lo TA List Revised  [B049-015].txt,1836,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
611102 — HCO Bulletin — Training CCHs  [B037-069].txt,7360,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"680531 — HCO Bulletin — Key Rules of Listing and Nulling, The  [B032-001].txt",11118,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
590124 — HCO Bulletin — Scientology Axiom 58  [B023-026].txt,529,16-10-24 22:04,0.0913,0.9087,Wahrscheinlich Nicht-LRH,roberta-base
"691017 — HCO Bulletin — Drugs, Aspirin and Tranquilizers  [B075-086].txt",7064,16-10-24 22:04,0.0142,0.9858,Wahrscheinlich Nicht-LRH,roberta-base
620630 — HCO Bulletin — ARC Process  [B038-038].txt,1027,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
801103 — HCO Bulletin — Exercise  [B056-048].txt,824,16-10-24 22:04,0.2808,0.7192,Wahrscheinlich Nicht-LRH,roberta-base
850512 — HCO Bulletin — Exec and Staff Member Form  [B057-074].txt,8455,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600616 — HCO Bulletin — Calling All Auditors about Help  [B140-005].txt,3767,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
710523 Issue 08R — HCO Bulletin — Recognition of Rightness of the Being  [B052-073].txt,7398,16-10-24 22:04,0.0027,0.9973,Wahrscheinlich Nicht-LRH,roberta-base
681215 — HCO Bulletin — L4A - for Assessment of All Listing Errors  [B009-016].txt,5369,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
810129 Issue 1 — HCO Bulletin Attachment — FES Summary  [B056-068].txt,6801,16-10-24 22:04,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
730330 Issue 1 — HCO Bulletin — Step 4 - Handling Originations  [B052-038].txt,6145,16-10-24 22:04,0.1067,0.8933,Wahrscheinlich Nicht-LRH,roberta-base
800111 Issue 1 — HCO Bulletin — Qual Corrective Actions on OTs  [B169-009].txt,6372,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
670322 — HCO Bulletin — Alter-Is and Degraded Beings  [B007-005].txt,3657,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
610202 — HCO Bulletin — UK Cases Different  [B001-008].txt,2380,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
680113 — HCO Bulletin — S & Ds  [B041-040].txt,2589,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
661130 — HCO Bulletin — Assessment for Service Facsimiles  [B006-029].txt,1518,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
690218 — HCO Bulletin — Stage Presence Training Drills  [B009-017].txt,3423,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
711217 — HCO Bulletin — Interiorization Summary  [B011-271].txt,6834,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
690717 — HCO Bulletin — Dianetic Command Training Drills  [B075-063].txt,5257,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
590907 — HCO Bulletin — 'The following Bulletin has been issued on a suggestion made by Lain Thomson...re Dissemination...'  [B035-116].txt,1177,16-10-24 22:04,0.0049,0.9951,Wahrscheinlich Nicht-LRH,roberta-base
620628 — HCO Bulletin — Dirty Needles - How to Smooth Out Needles  [B038-035].txt,3734,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
571102 — HCO Training Bulletin — Intensive Processes for Use in Operation Clear and Operation Staff Clear (Confidential)  [B021-070].txt,2213,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
690402R — HCO Bulletin — Dianetic Assists  [B042-018].txt,8532,16-10-24 22:04,0.3994,0.6006,Wahrscheinlich Nicht-LRH,roberta-base
600922 — HCO Bulletin — Presessions and Regimens  [B024-196].txt,5726,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
641101 — HCO Bulletin — More Clay Table Clearing Goofs  [B081-019].txt,6284,16-10-24 22:04,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
690405 — HCO Bulletin — New Preclears - The Workability of Scientology  [B093-007].txt,10125,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
591208 — HCO Bulletin — 'The following is a letter to Ron...'  [B023-273].txt,1908,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
851206 — HCO Bulletin — CS Study Requirement  [B057-092].txt,1646,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
800623 Issue 2R — HCO Bulletin — Word Clearing Correction List Words  [B056-030].txt,2881,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
721224 Issue 1 — HCO Bulletin — Integrity Processing Form 01 - The Basic Integrity List  [B050-093].txt,5067,16-10-24 22:04,0.0232,0.9768,Wahrscheinlich Nicht-LRH,roberta-base
720427 — HCO Bulletin — Lists and Word Clearing  [B049-033].txt,1356,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
690424 Issue 3 — HCO Bulletin — Preclear Assessment Sheet  [B075-020].txt,6475,16-10-24 22:04,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
601202 — HCO Bulletin — Scientology in a School  [B140-051].txt,3543,16-10-24 22:04,0.0125,0.9875,Wahrscheinlich Nicht-LRH,roberta-base
730610 Issue 1R — HCO Bulletin — Cramming  [B051-051].txt,1222,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
711022 Issue 2 — HCO Bulletin — Assists for Injuries  [B046-025].txt,2231,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
660221 — HCO Bulletin — Definition Processes  [B006-009].txt,12403,16-10-24 22:04,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
730810 — HCO Bulletin — PTS Handling  [B051-065].txt,10174,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
700911 — HCO Bulletin — Chronic Somatic - Dianetic Handling Of  [B076-037].txt,726,16-10-24 22:04,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-base
"800712R — HCO Bulletin — Basics of Ethics, The  [B064-031].txt",10443,16-10-24 22:04,0.0068,0.9932,Wahrscheinlich Nicht-LRH,roberta-base
570904 — HCO Training Bulletin — Stable Data for Instructors  [B033-052].txt,1760,16-10-24 22:04,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
710627 — HCO Bulletin — Supervisor Two-Way Comm Explained  [B044-091].txt,2324,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
590528 — HCO Technical Bulletin — Terminals  [B035-053].txt,2355,16-10-24 22:04,0.0024,0.9976,Wahrscheinlich Nicht-LRH,roberta-base
741101RA — HCO Bulletin — Rock Slams and Rock Slammers  [B082-038].txt,7183,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
600929 — HCO Bulletin — Havingness and Duplication  [B036-148].txt,3464,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
690511 — HCO Bulletin — Meter Trim Check  [B009-072].txt,1228,16-10-24 22:04,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
570503 — HCO Bulletin — Training - What It Is Today - How We Tell People about It  [B021-019].txt,1821,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
700322 — HCO Bulletin — Exteriorization and High TA  [B043-024].txt,8124,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600818 — HCO Bulletin — Vital Information  [B027-066].txt,2908,16-10-24 22:04,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-base
690507 Issue 3 — HCO Bulletin — Dianetics - Extracts from Early Bulletins  [B009-061].txt,18238,16-10-24 22:04,0.0019,0.9981,Wahrscheinlich Nicht-LRH,roberta-base
591021 — HCO Bulletin — Additional Message Designation  [B023-234].txt,1827,16-10-24 22:04,0.0059,0.9941,Wahrscheinlich Nicht-LRH,roberta-base
611019 — HCO Bulletin — Security Questions Must Be Nulled  [B037-065].txt,2562,16-10-24 22:04,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
650927 — HCO Bulletin — Release Gradation - Additional Data  [B031-025].txt,8385,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
691003 — HCO Bulletin — Dianetic Remedies  [B042-141].txt,5791,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
590921 — HCO Bulletin — New Ads for PE Foundation  [B084-008].txt,4027,16-10-24 22:04,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-base
700906 — HCO Bulletin — Model Consultation for Hubbard Consultant  [B010-106].txt,4199,16-10-24 22:04,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
711204 Issue 2 — HCO Bulletin — R-1C Assessment by Dynamics  [B047-026].txt,4478,16-10-24 22:04,0.0023,0.9977,Wahrscheinlich Nicht-LRH,roberta-base
581217 Issue 2 — HCO Bulletin — Auditing ARC Breaks on Registrar and Assistant Registrar  [B022-095].txt,1185,16-10-24 22:04,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
630722 — HCO Bulletin — You Can Be Right  [B087-005].txt,11307,16-10-24 22:04,0.8485,0.1515,Wahrscheinlich LRH,roberta-base
690429 — HCO Bulletin — Assessment and Interest  [B009-053].txt,4042,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610427 — HCO Bulletin — Change Processes  [B161-011].txt,3628,16-10-24 22:04,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
710930 Issue 8 — HCO Bulletin — Drill - Model Session for OP Pro by Dup  [B045-063].txt,6024,16-10-24 22:04,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
