Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
710523 Issue 09 — HCO Bulletin — Metering  [B044-066].txt,5.26%,0.00%,152,Ungeeignet,8,0,917
720427 — HCO Bulletin — Lists and Word Clearing  [B049-033].txt,5.26%,1.21%,247,Ungeeignet,13,3,1356
591022 — HCO Bulletin — Secrets of Success  [B133-065].txt,5.27%,0.18%,1119,Ungeeignet,59,2,6375
"580529 — HCO Bulletin (Special Bulletin) — Example of Clearing by Valences, An  [B022-051].txt",5.27%,0.53%,759,Ungeeignet,40,4,4433
601215 — HCO Bulletin — Presession 37  [B141-051].txt,5.27%,0.20%,493,Ungeeignet,26,1,2892
590703 — HCO Bulletin — General Information  [B133-038].txt,5.27%,0.14%,5108,Ungeeignet,269,7,32195
710914 — HCO Bulletin — Dianetic List Errors  [B045-046].txt,5.28%,0.50%,398,Ungeeignet,21,2,2203
711005 — HCO Bulletin — FNing Auditors  [B011-185].txt,5.28%,0.31%,322,Ungeeignet,17,1,1840
700715 — HCO Bulletin — Unresolved Pains  [B010-134].txt,5.28%,0.11%,872,Ungeeignet,46,1,5057
710930 Issue 2 — HCO Bulletin — TRs in Auditor Training and Cramming  [B011-175].txt,5.29%,0.43%,699,Ungeeignet,37,3,4127
711230 — HCO Bulletin — Interiorization Rundown Commands  [B047-047].txt,5.29%,1.06%,378,Ungeeignet,20,4,2247
710526 — HCO Bulletin — TRs Course and Auditing - Mixing Major Actions  [B044-068].txt,5.30%,0.10%,1018,Ungeeignet,54,1,5551
630711 — HCO Bulletin — Auditing Run Down - Missed Withholds to Be Run In X1 Unit  [B003-043].txt,5.30%,1.32%,151,Ungeeignet,8,2,881
580903 — HCO Bulletin — HCA Course Examination  [B034-066].txt,5.30%,0.76%,132,Ungeeignet,7,1,779
631002 — HCO Bulletin — GPMs - Experimental Process Withdrawn  [B003-070].txt,5.30%,1.52%,132,Ungeeignet,7,2,758
"700823 — HCO Bulletin — Body Communication Process, The  [B043-091].txt",5.30%,0.53%,944,Ungeeignet,50,5,5673
721228R — HCO Bulletin — Auditor's Rights Addition  [B096-029].txt,5.30%,1.01%,396,Ungeeignet,21,4,2233
701201 — HCO Bulletin — Dianetics - Triple Flow Action  [B010-136].txt,5.31%,1.21%,414,Ungeeignet,22,5,2386
721213R — HCO Bulletin — Integrity Processing Questions Must Be FNed  [B052-061].txt,5.31%,0.64%,471,Ungeeignet,25,3,2848
620321 — HCO Bulletin — Prepchecking Data - When to Do a What  [B038-013].txt,5.31%,0.12%,1676,Ungeeignet,89,2,9431
"650417 — HCO Bulletin — Correction to HCO Bulletin of 14 April, 1965, ''Scientology (GPMs)'' (Materials of the GPM Unit Reorganized)  [B168-039].txt",5.31%,0.00%,113,Ungeeignet,6,0,700
720218 Issue 2 — HCO Bulletin — Tape Translations to Tape  [B012-035].txt,5.31%,0.00%,508,Ungeeignet,27,0,3262
610810 — HCO Bulletin — Information on Clears  [B001-068].txt,5.31%,0.62%,1130,Ungeeignet,60,7,6527
660121 — HCO Bulletin — S & D Errors (Handling PTSes with S & D)  [B120-005].txt,5.31%,0.48%,207,Ungeeignet,11,1,1186
610810 — HCO Bulletin — Information on Clears  [B037-052].txt,5.31%,0.18%,1111,Ungeeignet,59,2,6489
711218 — HCO Bulletin — Index of CS Series HCOBs by Title and Subject  [B011-272].txt,5.31%,0.22%,3638,Ungeeignet,193,8,20109
590916 — HCO Bulletin — Note  [B035-145].txt,5.32%,1.66%,301,Ungeeignet,16,5,1908
711029RA — HCO Bulletin — Int Rundown Correction List Revised  [B079-022].txt,5.32%,0.24%,1674,Ungeeignet,89,4,9364
590929 — HCO Bulletin — ''Coaxing the Subconscious''  [B035-144].txt,5.32%,1.66%,301,Ungeeignet,16,5,1908
"580827 — HCO Bulletin — Model Hat for an Executive, A  [B034-064].txt",5.32%,0.25%,395,Ungeeignet,21,1,2352
710715 Issue 1R — HCO Bulletin — Quads Cancelled  [B052-018].txt,5.32%,0.86%,583,Ungeeignet,31,5,3101
700602 — HCO Bulletin — Floating Needles  [B094-014].txt,5.32%,0.00%,188,Ungeeignet,10,0,1074
601201 — HCO Bulletin — New Formulas  [B140-050].txt,5.33%,0.27%,375,Ungeeignet,20,1,2258
"600407 — HCO Bulletin — New Summary of Auditing, A  [B024-095].txt",5.33%,0.28%,2175,Ungeeignet,116,6,12486
701110 — HCO Bulletin — CS Responsibility for Training  [B043-120].txt,5.33%,0.32%,1258,Ungeeignet,67,4,6974
601201 — HCO Bulletin — New Formulas  [B027-089].txt,5.33%,0.27%,375,Ungeeignet,20,1,2255
710630RD — HCO Bulletin — Expanded Green Form 40RF - GF 40XRF  [B079-019].txt,5.33%,1.02%,6176,Ungeeignet,329,63,36063
800601 — HCO Bulletin — CSing for Co-Audits  [B056-025].txt,5.33%,0.18%,544,Ungeeignet,29,1,3092
731120 Issue 1 — HCO Bulletin — 21st Advanced Clinical Course - Training Drills - Anti-Q and A TR  [B051-070].txt,5.33%,0.31%,319,Ungeeignet,17,1,1846
680917 — HCO Bulletin — Out Admin - Liability  [B041-073].txt,5.33%,0.44%,225,Ungeeignet,12,1,1311
810504 — HCO Bulletin — Study Green Form  [B174-009].txt,5.33%,0.25%,3638,Ungeeignet,194,9,19904
6307XX — HCO Bulletin — Training Technology - Coaching Theory Material  [B117-001].txt,5.34%,0.42%,955,Ungeeignet,51,4,5768
870813 — HCO Bulletin — Confessionals - Types of TRs  [B109-001].txt,5.34%,0.00%,206,Ungeeignet,11,0,1245
710616 Issue 4 — HCO Bulletin — Low TA Assessing  [B078-041].txt,5.34%,1.46%,206,Ungeeignet,11,3,1152
720108 Issue 3 — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part E - Grade III Processes  [B012-010].txt,5.34%,1.60%,1629,Ungeeignet,87,26,9493
710421RA — HCO Bulletin — Dianetics  [B052-014].txt,5.34%,0.05%,1835,Ungeeignet,98,1,10048
700629 — HCO Bulletin — List L3A for Finding BPC in Routine R3R Sessions  [B043-064].txt,5.34%,2.29%,131,Ungeeignet,7,3,772
670918 — HCO Bulletin — Scales  [B069-007].txt,5.34%,0.21%,468,Ungeeignet,25,1,3328
780715RA — HCO Bulletin Attachment — Scientology CS-1 - Definitions Sheet  [B055-051].txt,5.35%,0.29%,2749,Ungeeignet,147,8,17045
"801220 — HCO Bulletin — HCOPL (and HCOB) of 20 Dec 80, ''Prerequisites for Solo Auditor Course and Advanced Course Levels'', Cancelled 25 Nov 85  [B104-017].txt",5.35%,0.53%,187,Ungeeignet,10,1,1167
801118 — HCO Bulletin — Auditor Correction List - Word List  [B082-063].txt,5.35%,0.53%,561,Ungeeignet,30,3,3628
590101 — HCO Bulletin — Newsletter - Happy New Year  [B035-001].txt,5.35%,0.14%,691,Ungeeignet,37,1,4297
780624R — HCO Bulletin — Original Assessment Sheet  [B082-025].txt,5.35%,0.42%,1421,Ungeeignet,76,6,10001
801118 — HCO Bulletin — Auditor Correction List - Word List  [B056-058].txt,5.35%,0.53%,561,Ungeeignet,30,3,3628
811205R — HCO Bulletin — Setting Up and Using a Reel-to-Reel Tape Player  [B060-023].txt,5.35%,0.38%,2131,Ungeeignet,114,8,12020
"631017 — HCO Bulletin — R-2C Slow Assessment by Dynamics - Directions for Use of HCO Technical Form of October 17, AD13  [B003-073].txt",5.35%,0.78%,766,Ungeeignet,41,6,4167
630402 — HCO Bulletin — Diagrams Illustrating Tape of 28 March 1963  [B177-005].txt,5.36%,3.57%,56,Ungeeignet,3,2,354
600923 — HCO Bulletin — Order of Test of Havingness and Confront Commands  [B065-029].txt,5.36%,0.91%,1101,Ungeeignet,59,10,6292
740708 Issue 2R — HCO Bulletin — Word Clearing Errors  [B052-028].txt,5.36%,0.77%,261,Ungeeignet,14,2,1449
720817R — HCO Bulletin — Method 4 Notes  [B096-026].txt,5.37%,0.45%,447,Ungeeignet,24,2,2509
690428 — HCO Bulletin — High TA in Dianetics  [B009-052].txt,5.37%,0.56%,540,Ungeeignet,29,3,2968
720108 Issue 3 — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part E - Grade III Processes  [B012-043].txt,5.37%,1.57%,1656,Ungeeignet,89,26,9642
700421 — HCO Bulletin — Two-Way Comm CSes  [B076-015].txt,5.37%,0.16%,614,Ungeeignet,33,1,3352
690509 — HCO Bulletin — Case Supervising Dianetics Folders  [B042-056].txt,5.37%,0.26%,782,Ungeeignet,42,2,4524
720120 — HCO Bulletin — PTS RD Addition  [B012-016].txt,5.37%,0.26%,391,Ungeeignet,21,1,2062
770113RB — HCO Bulletin — Handling a False TA  [B055-042].txt,5.37%,0.00%,1229,Ungeeignet,66,0,6521
700104 — HCO Bulletin — Exteriorization and High TA  [B011-184].txt,5.37%,0.44%,1584,Ungeeignet,85,7,9243
720105 — HCO Bulletin — Pregnancy and Auditing  [B012-005].txt,5.38%,0.49%,409,Ungeeignet,22,2,2215
710904 — HCO Bulletin — How to Use a Dictionary  [B045-037].txt,5.38%,0.11%,892,Ungeeignet,48,1,5199
681215 — HCO Bulletin — L4B - for Assessment of All Listing Errors  [B092-015].txt,5.38%,0.19%,1041,Ungeeignet,56,2,5672
720107 — HCO Bulletin — Training and Interning Staff Auditors  [B048-008].txt,5.38%,0.73%,1654,Ungeeignet,89,12,9177
790807 — HCO Bulletin — False Data Stripping  [B103-009].txt,5.38%,0.21%,4273,Ungeeignet,230,9,24039
620524 — HCO Bulletin — Q & A  [B038-025].txt,5.39%,0.77%,1558,Ungeeignet,84,12,8369
700809 — HCO Bulletin — Dianetic Student Rescue Intensive  [B010-094].txt,5.39%,0.83%,241,Ungeeignet,13,2,1471
701223 — HCO Bulletin — Fast Courses  [B010-140].txt,5.39%,2.00%,649,Ungeeignet,35,13,3503
"721106 Issue 3 — HCO Bulletin — Auditor's CS, The  [B050-051].txt",5.39%,2.07%,241,Ungeeignet,13,5,1458
591103 — HCO Bulletin — Success of Paper Trick with Communication Process  [B023-255].txt,5.39%,1.24%,482,Ungeeignet,26,6,2812
690519 — HCO Bulletin Attachment — Pastoral Counseling - Health Form  [B009-092].txt,5.39%,0.45%,445,Ungeeignet,24,2,2608
650304 — HCO Bulletin — Scientology VI - Gradient Scale for Solo  [B168-045].txt,5.39%,0.60%,334,Ungeeignet,18,2,1816
720409 Issue 10 — HCO Bulletin — Clearing List Words in Scientology - Int Rundown Correction List Revised  [B049-016].txt,5.40%,0.00%,315,Ungeeignet,17,0,2074
800917 Issue 1 — HCO Bulletin — L3RG and R3RA Word List  [B082-003].txt,5.40%,0.36%,556,Ungeeignet,30,2,3705
800515 — HCO Bulletin Attachment — Examiner's Form (HCOPL 710308)  [B056-016].txt,5.41%,2.32%,259,Ungeeignet,14,6,1455
"591020 — HCO Bulletin — Experimental Process, An  [B023-231].txt",5.41%,0.49%,407,Ungeeignet,22,2,2389
660221 — HCO Bulletin — Definition Processes  [B041-009].txt,5.41%,0.24%,2089,Ungeeignet,113,5,11943
650921 — HCO Bulletin — Qualifications Technical Actions  [B005-032].txt,5.41%,0.00%,74,Ungeeignet,4,0,482
600228 — HCO Bulletin — CCH Training  [B139-047].txt,5.41%,0.54%,185,Ungeeignet,10,1,1130
601021 — HCO Bulletin — Notice to Book Administrators  [B024-214].txt,5.41%,3.28%,518,Ungeeignet,28,17,3096
720218 Issue 1RA — HCO Bulletin — False TA Addition 3  [B055-029].txt,5.42%,0.00%,831,Ungeeignet,45,0,4504
590703 — HCO Bulletin — General Information  [B035-072].txt,5.42%,0.18%,5092,Ungeeignet,276,9,32093
630912 — HCO Bulletin — CCHs Data  [B039-050].txt,5.42%,0.00%,1014,Ungeeignet,55,0,5840
630721 — HCO Bulletin — Co-Audit - ARC Break Process  [B039-031].txt,5.42%,0.17%,590,Ungeeignet,32,1,3296
691221 — HCO Bulletin — Solo Auditing and R6EW  [B042-159].txt,5.43%,0.63%,792,Ungeeignet,43,5,4478
811205R — HCO Bulletin — Setting Up and Using a Reel-to-Reel Tape Player  [B062-015].txt,5.43%,0.33%,2136,Ungeeignet,116,7,12000
731124 Issue 1RF — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Long Form)  [B097-018].txt,5.43%,0.35%,1714,Ungeeignet,93,6,10291
720409 Issue 07 — HCO Bulletin — Clearing List Words in Scientology - CS Series 53RRR  [B049-013].txt,5.43%,0.78%,258,Ungeeignet,14,2,1603
651126 — HCO Bulletin — Information on Rehabilitation  [B005-049].txt,5.43%,0.96%,313,Ungeeignet,17,3,1792
"780919 Issue 2R — HCO Bulletin — End of Endless Drug Rundowns Repair List, The  [B082-024].txt",5.43%,0.00%,589,Ungeeignet,32,0,3353
731216 — HCO Bulletin — Word Clearing Errors  [B143-014].txt,5.43%,0.96%,313,Ungeeignet,17,3,1887
680923 — HCO Bulletin — Drugs & Trippers  [B048-017].txt,5.43%,0.00%,387,Ungeeignet,21,0,2401
610302 — HCO Bulletin — Formula 20  [B154-002].txt,5.43%,1.55%,129,Ungeeignet,7,2,750
700421 — HCO Bulletin — Two-Way Comm CSes  [B010-038].txt,5.43%,0.32%,626,Ungeeignet,34,2,3343
600513 — HCO Bulletin — Congress Seminar Hats  [B139-083].txt,5.43%,0.27%,2211,Ungeeignet,120,6,13365
590921 — HCO Bulletin — Present Time Problem Processes  [B023-181].txt,5.43%,0.78%,516,Ungeeignet,28,4,3070
680929RA — HCO Bulletin — List Correction - The Short L4  [B079-004].txt,5.44%,0.47%,423,Ungeeignet,23,2,2467
710609 Issue 1 — HCO Bulletin — CS Tips  [B044-073].txt,5.44%,0.53%,938,Ungeeignet,51,5,5076
711015 — HCO Bulletin — Recruitment Drills  [B046-020].txt,5.44%,0.28%,1085,Ungeeignet,59,3,6608
"700520 — HCO Bulletin — TR 103, 104 Rundown  [B010-045].txt",5.44%,0.54%,919,Ungeeignet,50,5,5430
710703 — HCO Bulletin — Auditing by Lists Revised  [B045-005].txt,5.44%,0.48%,1249,Ungeeignet,68,6,6457
800917 Issue 2RA — HCO Bulletin — Green Form Word List  [B104-012].txt,5.44%,0.00%,496,Ungeeignet,27,0,3416
620405 — HCO Bulletin — CCHs - Auditing Attitude  [B002-019].txt,5.45%,0.06%,1818,Ungeeignet,99,1,10294
570902 — HCO Bulletin — 'When a verbal direction is given...'  [B033-050].txt,5.45%,0.00%,110,Ungeeignet,6,0,661
711009 Issue 5 — HCO Bulletin — Drills Course for Auditors - Level III Drills  [B046-014].txt,5.45%,0.35%,8023,Ungeeignet,437,28,45137
590622 — HCO Bulletin — How to ''Sell Scientology''  [B176-001].txt,5.45%,0.39%,257,Ungeeignet,14,1,1502
600315 — HCO Bulletin — Disseminating Scientology  [B036-054].txt,5.45%,0.59%,679,Ungeeignet,37,4,4174
710412 — HCO Bulletin — Exteriorization Errors  [B142-030].txt,5.45%,0.00%,1028,Ungeeignet,56,0,5467
721107 Issue 5 — HCO Bulletin — Miscellaneous Reports  [B050-062].txt,5.45%,0.09%,1155,Ungeeignet,63,1,6396
601121 — HCO Bulletin — Copy of letter from Mary Sue Hubbard to L. Ron Hubbard  [B024-226].txt,5.45%,0.64%,312,Ungeeignet,17,2,1824
600922 — HCO Bulletin — Presessions and Regimens  [B024-196].txt,5.45%,0.75%,935,Ungeeignet,51,7,5726
690218 — HCO Bulletin — Stage Presence Training Drills  [B042-009].txt,5.46%,0.18%,568,Ungeeignet,31,1,3415
721029 — HCO Bulletin — Expanded Dianetic Case K  [B050-036].txt,5.46%,0.35%,5366,Ungeeignet,293,19,29065
"700131 — HCO Bulletin — Withholds, Other People's  [B094-004].txt",5.46%,1.43%,421,Ungeeignet,23,6,2398
850521 — HCO Bulletin — Two Types of PTSes  [B057-080].txt,5.46%,0.24%,421,Ungeeignet,23,1,2400
720108 Issue 3 — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part E - Grade III Processes  [B048-011].txt,5.46%,2.15%,1630,Ungeeignet,89,35,9495
590718 — HCO Bulletin — Technically Speaking  [B026-001].txt,5.47%,0.00%,128,Ungeeignet,7,0,804
580501 — HCO Bulletin — Signs of Success  [B022-043].txt,5.47%,1.56%,128,Ungeeignet,7,2,799
710421-1R — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B053-016].txt,5.47%,0.10%,2083,Ungeeignet,114,2,11542
700816 — HCO Bulletin — Getting the FN to Examiner  [B010-097].txt,5.47%,0.46%,1079,Ungeeignet,59,5,5862
691120 — HCO Bulletin — Some Word Definitions for Students' Use  [B009-163].txt,5.47%,0.21%,1408,Ungeeignet,77,3,8483
840115 — HCO Bulletin — Happiness Rundown Additives  [B057-031].txt,5.47%,0.24%,2943,Ungeeignet,161,7,16547
851206 — HCO Bulletin — CS Study Requirement  [B057-092].txt,5.47%,1.09%,274,Ungeeignet,15,3,1646
690514 — HCO Bulletin — Sickness  [B042-063].txt,5.48%,0.22%,894,Ungeeignet,49,2,5272
"590105 — HCO Bulletin — Suggestion for Promotion, A  [B035-002].txt",5.48%,0.32%,310,Ungeeignet,17,1,1848
"800619 — HCO Bulletin — Auditor's Code, The  [B056-026].txt",5.48%,0.00%,621,Ungeeignet,34,0,3704
611116 — HCO Bulletin — Sec Checking  [B037-071].txt,5.48%,0.50%,803,Ungeeignet,44,4,4434
780906 Issue 2 — HCO Bulletin — Service Facsimiles and Rock Slams  [B165-011].txt,5.48%,0.41%,1205,Ungeeignet,66,5,6737
600121 — HCO Bulletin — Responsibility  [B024-017].txt,5.49%,0.00%,91,Ungeeignet,5,0,603
701110 — HCO Bulletin — CS Responsibility for Training  [B078-021].txt,5.49%,0.48%,1256,Ungeeignet,69,6,7099
580712 — HCO Bulletin — Standardization of Clear Processes for Guidance and Use of the HGCs  [B034-049].txt,5.49%,0.42%,237,Ungeeignet,13,1,1507
590331 — HCO Bulletin — Know to Mystery Straightwire for Extreme Cases  [B023-053].txt,5.49%,1.10%,91,Ungeeignet,5,1,580
600129 — HCO Bulletin — Congresses  [B024-025].txt,5.49%,2.20%,91,Ungeeignet,5,2,584
680929R — HCO Bulletin — List Correction - The Short L4  [B082-007].txt,5.49%,0.66%,455,Ungeeignet,25,3,2541
630901 — HCO Bulletin — Routine 3SC  [B039-046].txt,5.50%,0.33%,1838,Ungeeignet,101,6,10605
711124 — HCO Bulletin — Pressure Somatics in Dianetics  [B047-010].txt,5.50%,2.41%,291,Ungeeignet,16,7,1622
710715 Issue 1 — HCO Bulletin — Quads Cancelled  [B078-043].txt,5.50%,0.53%,564,Ungeeignet,31,3,2947
"58XXXX — HCO Training Bulletin — Correction Sheet on TRs and Processes for HCO Training Bulletin of June 11, 1957  [B021-031].txt",5.50%,0.65%,618,Ungeeignet,34,4,3239
651001 — HCO Bulletin — Mutter TR  [B040-082].txt,5.50%,0.00%,109,Ungeeignet,6,0,731
651001 — HCO Bulletin — Mutter TR  [B005-038].txt,5.50%,0.00%,109,Ungeeignet,6,0,732
590921 — HCO Bulletin — Programming  [B023-182].txt,5.50%,1.00%,200,Ungeeignet,11,2,1233
620628 — HCO Bulletin — Dirty Needles - How to Smooth Out Needles  [B155-005].txt,5.50%,0.46%,655,Ungeeignet,36,3,3683
620712 — HCO Bulletin — Motivatorish Cases  [B160-018].txt,5.51%,0.19%,1053,Ungeeignet,58,2,6399
621208 — HCO Bulletin — Training - X Unit  [B038-075].txt,5.51%,0.00%,399,Ungeeignet,22,0,2192
690815 — HCO Bulletin — Flying Ruds  [B075-075].txt,5.51%,0.00%,526,Ungeeignet,29,0,2703
650505 — HCO Bulletin — Application - More on the Application of Scientology to Children  [B040-056].txt,5.51%,0.56%,1252,Ungeeignet,69,7,7086
710421RA — HCO Bulletin — Dianetics - Getting in All Flows  [B012-112].txt,5.51%,0.62%,2252,Ungeeignet,124,14,12232
700613 — HCO Bulletin — Session Priorities - Repair Programs and Their Priority  [B078-003].txt,5.51%,0.64%,2343,Ungeeignet,129,15,12769
711030 — HCO Bulletin — Triple Grades vs Expanded  [B046-040].txt,5.52%,3.45%,145,Ungeeignet,8,5,871
710421RA — HCO Bulletin — Dianetics - Getting in All Flows  [B049-048].txt,5.52%,0.49%,2247,Ungeeignet,124,11,12213
710421-1R — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B053-015].txt,5.52%,0.05%,2084,Ungeeignet,115,1,11530
711201 Issue 1 — HCO Bulletin — ARC Break Rudiment  [B011-246].txt,5.53%,0.79%,253,Ungeeignet,14,2,1378
601006R — HCO Bulletin — Thirty-Six New Presessions  [B114-035].txt,5.53%,0.48%,1248,Ungeeignet,69,6,8166
680923 — HCO Bulletin — Drugs & Trippers  [B008-052].txt,5.53%,0.79%,380,Ungeeignet,21,3,2334
591005 — HCO Bulletin — Finance  [B023-207].txt,5.53%,2.51%,199,Ungeeignet,11,5,1138
"591005 — HCO Bulletin — Portrait of Ron, A  [B023-206].txt",5.53%,2.51%,199,Ungeeignet,11,5,1138
720218 Issue 1RA — HCO Bulletin — False TA Addition 3  [B058-013].txt,5.53%,0.12%,850,Ungeeignet,47,1,4590
621124 — HCO Bulletin — Routine 2-12 - List One - Issue 1 - The Scientology List  [B002-087].txt,5.53%,0.92%,434,Ungeeignet,24,4,2778
700714 — HCO Bulletin — Solo Cans  [B043-069].txt,5.54%,0.59%,1191,Ungeeignet,66,7,6484
720113 — HCO Bulletin — Tips on Personnel Programming  [B048-013].txt,5.54%,0.00%,650,Ungeeignet,36,0,3881
690815 — HCO Bulletin — Flying Ruds  [B009-147].txt,5.54%,0.00%,523,Ungeeignet,29,0,2717
"700821 — HCO Bulletin — Session Grading - Well Done, Definition Of  [B043-090].txt",5.55%,0.11%,901,Ungeeignet,50,1,5111
590813 — HCO Bulletin — Suggested HCA Course Schedule  [B023-135].txt,5.55%,0.29%,1027,Ungeeignet,57,3,6602
640626 — HCO Bulletin — Central Org and Field Auditor Targets  [B004-016].txt,5.55%,0.66%,2125,Ungeeignet,118,14,11932
721022 — HCO Bulletin — Expanded Dianetic Case G  [B012-164].txt,5.55%,0.58%,1891,Ungeeignet,105,11,10417
570909 — HCO Bulletin — Processes to Be Run on HGC Preclears from This Date  [B033-053].txt,5.56%,0.07%,1366,Ungeeignet,76,1,7700
691003 — HCO Bulletin — LX3 - Handling Of  [B165-053].txt,5.56%,4.06%,468,Ungeeignet,26,19,2583
700820 — HCO Bulletin — Exteriorization Rundown Musts  [B010-098].txt,5.56%,0.15%,684,Ungeeignet,38,1,3786
810819 — HCO Bulletin — Short Cramming Repair List  [B174-007].txt,5.56%,0.00%,450,Ungeeignet,25,0,2646
591030 — HCO Bulletin — To Retain Co-Audit PCs Interest in Case  [B023-248].txt,5.56%,0.98%,306,Ungeeignet,17,3,1834
700408 Issue 2 — HCO Bulletin — More on Prepchecks  [B076-012].txt,5.56%,0.00%,72,Ungeeignet,4,0,438
711124 — HCO Bulletin — Pressure Somatics in Dianetics  [B011-236].txt,5.56%,2.08%,288,Ungeeignet,16,6,1614
"620521 — HCO Bulletin — Missed Withholds, Asking About  [B038-022].txt",5.56%,0.00%,144,Ungeeignet,8,0,873
821227 — HCO Bulletin — Training and OT  [B106-010].txt,5.56%,0.62%,647,Ungeeignet,36,4,3767
600706 — HCO Bulletin — Calling All Auditors about Help  [B036-109].txt,5.56%,0.37%,540,Ungeeignet,30,2,3241
591029 — HCO Bulletin — Communication Process and Havingness  [B023-247].txt,5.56%,0.98%,306,Ungeeignet,17,3,1834
651116 — HCO Bulletin — E-Meter Sensitivity Setting  [B005-045].txt,5.56%,0.00%,72,Ungeeignet,4,0,454
700408 Issue 2 — HCO Bulletin — More on Prepchecks  [B010-036].txt,5.56%,0.00%,72,Ungeeignet,4,0,436
690804 — HCO Bulletin — LX3 - (Attitudes)  [B009-142].txt,5.56%,0.00%,72,Ungeeignet,4,0,587
811205R — HCO Bulletin — Setting Up and Using a Reel-to-Reel Tape Player  [B056-091].txt,5.57%,0.37%,2135,Ungeeignet,119,8,11973
600506 — HCO Bulletin — HPA-HCA Tape Schedule  [B024-128].txt,5.57%,0.87%,574,Ungeeignet,32,5,3693
710531 — HCO Bulletin — Standard 12.5 Hour Intensive Programs  [B046-022].txt,5.57%,2.05%,341,Ungeeignet,19,7,1930
800911 — HCO Bulletin — L4BRB Word List  [B104-011].txt,5.57%,0.00%,413,Ungeeignet,23,0,2663
710405 Issue 2R — HCO Bulletin — Summary of How to Write an Auditor's Report and Worksheets for HQS Co-Audit  [B052-052].txt,5.58%,0.43%,466,Ungeeignet,26,2,2779
800911 — HCO Bulletin — L4BRA Words List  [B059-018].txt,5.58%,0.73%,412,Ungeeignet,23,3,2620
591005 — HCO Bulletin — Universe Processes  [B133-059].txt,5.58%,0.16%,1236,Ungeeignet,69,2,7182
720222RA — HCO Bulletin — Word Clearing Method 4  [B052-021].txt,5.58%,0.41%,985,Ungeeignet,55,4,5693
690124 — HCO Bulletin — Sub-Zeros - Triple Grades - Lower Levels - Triple Grades  [B164-005].txt,5.58%,1.92%,2976,Ungeeignet,166,57,17516
781127 — HCO Bulletin — Word Clearing Correction List  [B082-014].txt,5.58%,0.07%,1362,Ungeeignet,76,1,7640
800917 Issue 1 — HCO Bulletin — L3RG and R3RA Word List  [B056-041].txt,5.58%,0.36%,556,Ungeeignet,31,2,3705
600510 — HCO Bulletin — Scales  [B027-046].txt,5.58%,0.70%,430,Ungeeignet,24,3,2946
710531 — HCO Bulletin — Best Advance Program  [B011-069].txt,5.58%,1.40%,215,Ungeeignet,12,3,1130
840613 — HCO Bulletin — False Purpose Rundown Correction List  [B057-064].txt,5.58%,0.24%,3676,Ungeeignet,205,9,20766
700624 — HCO Bulletin — Repairing a Repair  [B043-060].txt,5.58%,0.44%,914,Ungeeignet,51,4,4840
731124RD — HCO Bulletin — Hi-Lo TA Assessment CS - (CS Series 53 - Short Form)  [B082-011].txt,5.58%,0.62%,1291,Ungeeignet,72,8,7154
601020 — HCO Bulletin — Supplementary Bulletin  [B036-157].txt,5.59%,1.40%,143,Ungeeignet,8,2,895
700816 — HCO Bulletin — Getting the FN to Examiner  [B078-015].txt,5.60%,0.78%,1160,Ungeeignet,65,9,6175
691115 Issue 1 — HCO Bulletin — Case Supervision - Auditing and Results  [B075-088].txt,5.60%,0.29%,679,Ungeeignet,38,2,3918
711024 Issue 2 — HCO Bulletin — Op Pro by Dup - End Phenomena  [B046-034].txt,5.60%,1.60%,125,Ungeeignet,7,2,746
691123 Issue 3R — HCO Bulletin — Student Rescue Intensive  [B093-033].txt,5.60%,0.51%,589,Ungeeignet,33,3,3591
580301 — HCO Bulletin — Processes  [B022-023].txt,5.60%,0.00%,125,Ungeeignet,7,0,781
711009 Issue 5 — HCO Bulletin — Drills Course for Auditors - Level III Drills  [B011-192].txt,5.61%,0.29%,7241,Ungeeignet,406,21,40999
"610607 — HCO Bulletin — Academy Schedule, Clarification Of  [B037-039].txt",5.61%,0.16%,1213,Ungeeignet,68,2,6821
590813 — HCO Bulletin — Franchise Holders  [B035-097].txt,5.61%,0.83%,481,Ungeeignet,27,4,2604
590827 — HCO Bulletin — Growth with Competence  [B113-013].txt,5.61%,0.26%,1891,Ungeeignet,106,5,10632
"680109 — HCO Bulletin — List L4A for Assessment of All Listing Errors, S & Ds, Remedy A, Remedy B, etc  [B008-002].txt",5.61%,0.34%,892,Ungeeignet,50,3,4781
710609 Issue 3 — HCO Bulletin — CS Rules  [B044-074].txt,5.62%,0.18%,569,Ungeeignet,32,1,3124
600316 — HCO Bulletin — ACC Arrangements  [B139-051].txt,5.62%,2.25%,89,Ungeeignet,5,2,542
701128 — HCO Bulletin — Psychosis  [B043-122].txt,5.62%,0.07%,1478,Ungeeignet,83,1,8850
680524 — HCO Bulletin — Coaching  [B008-017].txt,5.62%,0.19%,1068,Ungeeignet,60,2,6173
