Dateiname,Dateigröße,Datum,albert-base-v2,deberta-base,distilbert-base-uncased,roberta-base,roberta-large,Mittelwert
"720508 — HCO Bulletin — Importance of Havingness, The  [B012-106].txt",16760,17-10-24 14:52,0,0,1,9,99,21
"720508 — HCO Bulletin — Importance of Havingness, The  [B049-042].txt",16790,17-10-24 14:52,0,0,1,2,99,20
720510 — HCO Bulletin — Robotism  [B012-109].txt,9589,17-10-24 14:51,0,0,1,10,7,3
720510 — HCO Bulletin — Robotism  [B049-045].txt,9591,17-10-24 14:51,0,0,1,4,13,3
720510 — HCO Bulletin — Robotism  [B096-023].txt,9744,17-10-24 14:51,0,0,1,99,99,39
720602 Issue 1 — HCO Bulletin — Confronting  [B050-098].txt,6722,17-10-24 14:51,0,0,0,0,0,0
"720603 — HCO Bulletin — PTS Rundown, Final Step  [B012-118].txt",2380,17-10-24 14:51,0,0,0,0,0,0
"720603 — HCO Bulletin — PTS Rundown, Final Step  [B049-051].txt",2388,17-10-24 14:51,0,0,0,0,0,0
"720603R — HCO Bulletin — PTS Rundown, Final Step  [B052-050].txt",3021,17-10-24 14:51,0,0,0,0,0,0
"720603RA — HCO Bulletin — PTS Rundown, Final Step  [B165-023].txt",3718,17-10-24 14:51,0,0,0,0,0,0
720609 — HCO Bulletin — Grammar  [B012-119].txt,1511,17-10-24 14:52,4,0,1,78,99,36
720609 — HCO Bulletin — Grammar  [B049-052].txt,1525,17-10-24 14:52,8,0,2,98,99,41
720610 Issue 1 — HCO Bulletin — Bypassed Charge  [B012-120].txt,1185,17-10-24 14:51,0,0,1,0,0,0
720610 Issue 1 — HCO Bulletin — Bypassed Charge  [B049-053].txt,1166,17-10-24 14:51,0,0,1,0,1,0
720610 Issue 1 — HCO Bulletin — Bypassed Charge  [B052-041].txt,1303,17-10-24 14:51,0,0,2,0,79,16
720610 Issue 2 — HCO Bulletin — Ethics and Executives  [B012-121].txt,1279,17-10-24 14:52,0,0,1,0,0,0
720610 Issue 2 — HCO Bulletin — Ethics and Executives  [B049-054].txt,1293,17-10-24 14:51,0,0,1,0,0,0
720610 Issue 3 — HCO Bulletin — Chronic Somatic That Hasn't Been Handled RD  [B012-122].txt,2488,17-10-24 14:52,0,0,0,0,0,0
720610 Issue 3 — HCO Bulletin — Chronic Somatic That Hasn't Been Handled RD  [B049-055].txt,2466,17-10-24 14:52,0,0,0,0,0,0
720610 Issue 4 — HCO Bulletin — What Hasn't Been Handled RD  [B012-123].txt,2765,17-10-24 14:51,0,0,0,0,0,0
720610 Issue 4 — HCO Bulletin — What Hasn't Been Handled RD  [B049-056].txt,2762,17-10-24 14:51,0,0,0,0,0,0
720610 Issue 5 — HCO Bulletin — Hidden Standard RD  [B012-124].txt,2108,17-10-24 14:52,0,0,0,0,0,0
720610 Issue 5 — HCO Bulletin — Hidden Standard RD  [B049-057].txt,2130,17-10-24 14:52,0,0,0,0,0,0
"720610 Issue 6 — HCO Bulletin — L3B Rundown - Dianetics Track Repair, The  [B012-125].txt",2903,17-10-24 14:51,0,0,0,0,0,0
"720610 Issue 6 — HCO Bulletin — L3B Rundown - Dianetics Track Repair, The  [B049-058].txt",2888,17-10-24 14:51,0,0,0,0,0,0
720615 — HCO Bulletin — ''Dog PCs''  [B012-126].txt,2434,17-10-24 14:52,0,0,0,0,0,0
720615 — HCO Bulletin — ''Dog PCs''  [B049-059].txt,2448,17-10-24 14:52,0,0,0,0,0,0
720616 — HCO Bulletin — Auditor's Rights Modified  [B012-127].txt,3179,17-10-24 14:51,0,0,0,0,0,0
720616 — HCO Bulletin — Auditor's Rights Modified  [B049-060].txt,3189,17-10-24 14:52,0,0,0,0,0,0
720616R — HCO Bulletin — Auditor's Rights Modified  [B053-019].txt,3433,17-10-24 14:52,0,0,0,0,0,0
720616R — HCO Bulletin — Auditor's Rights Modified  [B125-002].txt,3432,17-10-24 14:52,0,0,0,0,0,0
720616R — HCO Bulletin — Auditor's Rights Modified  [B131-002].txt,3433,17-10-24 14:51,0,0,0,0,0,0
720616R — HCO Bulletin — Auditor's Rights Modified  [B131-003].txt,3443,17-10-24 14:52,0,0,0,0,0,0
720616R — HCO Bulletin — Auditor's Rights Modified  [B131-004].txt,3436,17-10-24 14:51,0,0,0,0,0,0
720619 — HCO Bulletin — Dinky Dictionaries  [B012-128].txt,1985,17-10-24 14:51,0,0,1,0,3,0
720619 — HCO Bulletin — Dinky Dictionaries  [B049-061].txt,1985,17-10-24 14:52,0,0,1,7,3,2
720619 — HCO Bulletin — Dinky Dictionaries  [B165-026].txt,1814,17-10-24 14:52,0,0,1,1,96,19
720619R — HCO Bulletin — Dinky Dictionaries  [B055-034].txt,5094,17-10-24 14:51,0,0,1,0,39,8
720620 — HCO Bulletin — Cancellation of Issues  [B012-129].txt,470,17-10-24 14:52,0,0,4,2,22,5
720620 — HCO Bulletin — Cancellation of Issues  [B049-062].txt,467,17-10-24 14:52,0,0,4,0,4,1
720620 — HCO Bulletin — Summary Report  [B050-055].txt,1215,17-10-24 14:51,0,10,8,0,99,23
720621 Issue 1 — HCO Bulletin — Method 5  [B012-130].txt,1023,17-10-24 14:51,1,0,2,97,99,39
720621 Issue 1 — HCO Bulletin — Method 5  [B049-063].txt,1016,17-10-24 14:52,0,0,2,30,99,26
720621 Issue 1R — HCO Bulletin — Method 5  [B096-024].txt,1449,17-10-24 14:51,0,0,1,13,99,22
720621 Issue 2 — HCO Bulletin — Method 6  [B012-131].txt,2373,17-10-24 14:52,0,0,0,0,0,0
720621 Issue 2 — HCO Bulletin — Method 6  [B049-064].txt,2376,17-10-24 14:51,0,0,0,0,0,0
720621 Issue 3 — HCO Bulletin — Method 7  [B012-132].txt,1794,17-10-24 14:51,0,0,1,0,56,11
720621 Issue 3 — HCO Bulletin — Method 7  [B049-065].txt,1808,17-10-24 14:52,1,0,2,0,99,20
720621 Issue 4 — HCO Bulletin — Method 8  [B012-133].txt,2980,17-10-24 14:52,0,0,1,0,1,0
720621 Issue 4 — HCO Bulletin — Method 8  [B049-066].txt,2975,17-10-24 14:52,0,0,1,0,4,1
720720 Issue 1 — HCO Bulletin — Primary Correction Rundown Handling  [B012-135].txt,5467,17-10-24 14:51,0,0,1,0,0,0
720720 Issue 1 — HCO Bulletin — Primary Correction Rundown Handling  [B050-002].txt,5449,17-10-24 14:52,0,0,1,0,0,0
720720 Issue 2 — HCO Bulletin — Distractive and Additive Questions and Orders  [B012-136].txt,1832,17-10-24 14:52,0,0,1,0,0,0
720720 Issue 2 — HCO Bulletin — Distractive and Additive Questions and Orders  [B050-003].txt,1813,17-10-24 14:51,0,0,1,0,0,0
720808 — HCO Bulletin — Distribution Correction  [B048-021].txt,710,17-10-24 14:52,0,0,1,0,0,0
720810 — HCO Bulletin — Dianetic HCOB - Interest  [B012-137].txt,2204,17-10-24 14:52,0,0,1,0,0,0
720810 — HCO Bulletin — Dianetic HCOB - Interest  [B050-004].txt,2203,17-10-24 14:52,0,0,1,0,0,0
720811 — HCO Bulletin — Correct Lists  [B012-139].txt,9378,17-10-24 14:52,0,0,1,0,0,0
720811 — HCO Bulletin — Correct Lists  [B050-005].txt,9370,17-10-24 14:52,0,0,1,0,0,0
720813 — HCO Bulletin — Fast Flow Training  [B012-140].txt,3756,17-10-24 14:51,0,0,0,0,0,0
720813R — HCO Bulletin — Fast Flow Training  [B012-141].txt,3931,17-10-24 14:52,0,0,0,0,0,0
720813R — HCO Bulletin — Fast Flow Training  [B050-006].txt,3925,17-10-24 14:52,0,0,0,0,0,0
720813RA — HCO Bulletin — Fast Flow Training  [B055-035].txt,4462,17-10-24 14:52,0,0,1,0,0,0
720813RA — HCO Bulletin — Fast Flow Training  [B061-033].txt,4453,17-10-24 14:51,0,0,1,0,0,0
720816 Issue 1 — HCO Bulletin — Flubless CSing in Missions  [B050-028].txt,771,17-10-24 14:52,0,0,2,0,0,0
720816 — HCO Bulletin — Flubless CSing  [B012-142].txt,5175,17-10-24 14:51,0,0,0,0,0,0
720816 — HCO Bulletin — Flubless CSing  [B050-007].txt,5163,17-10-24 14:52,0,0,0,0,0,0
720816 — HCO Bulletin — Flubless CSing  [B096-025].txt,5379,17-10-24 14:51,0,0,1,0,0,0
720816-1 — HCO Bulletin — Flubless CSing in Missions  [B012-166].txt,766,17-10-24 14:52,0,0,2,0,0,0
720817 — HCO Bulletin — Method 4 Notes  [B012-143].txt,2272,17-10-24 14:52,0,0,1,0,0,0
720817 — HCO Bulletin — Method 4 Notes  [B050-008].txt,2272,17-10-24 14:52,0,0,1,0,0,0
720817R — HCO Bulletin — Method 4 Notes  [B052-022].txt,2459,17-10-24 14:52,0,0,1,0,0,0
720817R — HCO Bulletin — Method 4 Notes  [B052-055].txt,2514,17-10-24 14:51,0,0,1,0,0,0
720817R — HCO Bulletin — Method 4 Notes  [B096-026].txt,2509,17-10-24 14:51,0,0,1,0,0,0
720818 — HCO Bulletin — Grammar Definition  [B012-144].txt,6833,17-10-24 14:52,0,0,1,80,99,36
720818 — HCO Bulletin — Grammar Definition  [B050-010].txt,6836,17-10-24 14:52,0,0,1,50,99,30
720830 Issue 1 — HCO Bulletin — Expanded Dianetics Case Histories  [B012-147].txt,3452,17-10-24 14:52,0,0,1,0,0,0
720830 Issue 1R — HCO Bulletin — Expanded Dianetics Case Histories  [B012-159].txt,3576,17-10-24 14:52,0,0,1,0,0,0
720830 Issue 1R — HCO Bulletin — Expanded Dianetics Case Histories  [B050-011].txt,3602,17-10-24 14:52,0,0,1,0,0,0
720830 Issue 1R — HCO Bulletin — Expanded Dianetics Case Histories  [B050-025].txt,3590,17-10-24 14:51,0,0,1,0,0,0
720830 Issue 1R — HCO Bulletin — Expanded Dianetics Case Histories  [B050-027].txt,3544,17-10-24 14:51,0,0,1,0,0,0
720830 Issue 2 — HCO Bulletin — Expanded Dianetic Case A  [B012-148].txt,10141,17-10-24 14:52,0,0,1,0,0,0
720830 Issue 2 — HCO Bulletin — Expanded Dianetic Case A  [B050-012].txt,10142,17-10-24 14:52,0,0,1,0,0,0
720830 Issue 3 — HCO Bulletin — Expanded Dianetic Case B  [B012-149].txt,17051,17-10-24 14:52,0,0,1,0,0,0
720830 Issue 3 — HCO Bulletin — Expanded Dianetic Case B  [B050-013].txt,17106,17-10-24 14:51,0,0,1,0,0,0
720831 Issue 2 — HCO Bulletin — Hi-Lo TA Assessment for Confessionals  [B012-150].txt,2958,17-10-24 14:51,0,0,0,0,0,0
720831 Issue 2 — HCO Bulletin — Hi-Lo TA Assessment for Confessionals  [B050-014].txt,2980,17-10-24 14:51,0,0,0,0,0,0
720831 Issue 3 — HCO Bulletin — Mid-Confessional Short Assessment  [B012-151].txt,2005,17-10-24 14:52,0,0,1,0,0,0
720831 Issue 3 — HCO Bulletin — Mid-Confessional Short Assessment  [B050-015].txt,2024,17-10-24 14:51,0,0,1,0,0,0
720902 Issue 2 — HCO Bulletin — Why Finding Drill - Two  [B012-153].txt,4625,17-10-24 14:52,0,0,0,0,0,0
720902 Issue 2 — HCO Bulletin — Why Finding Drill - Two  [B050-017].txt,6432,17-10-24 14:51,0,0,0,0,1,0
720902 Issue 2 — HCO Bulletin — Why Finding Drill - Two  [B143-009].txt,6441,17-10-24 14:52,0,0,0,0,0,0
720902 — HCO Bulletin — Why Finding Drill - One  [B012-152].txt,5539,17-10-24 14:52,0,0,0,0,0,0
720902 — HCO Bulletin — Why Finding Drill - One  [B050-016].txt,5534,17-10-24 14:52,0,0,0,0,0,0
720902 — HCO Bulletin — Why Finding Drill - One  [B143-008].txt,5528,17-10-24 14:51,0,0,0,0,0,0
720905 — HCO Bulletin — High Crime Checkouts  [B012-154].txt,6643,17-10-24 14:51,0,0,1,0,0,0
720905 — HCO Bulletin — High Crime Checkouts  [B050-018].txt,4832,17-10-24 14:52,0,0,1,0,0,0
720912 — HCO Bulletin — Tape Players - How to Keep Them Operational  [B050-019].txt,4704,17-10-24 14:52,0,0,1,0,0,0
720912 — HCO Bulletin — Tape Players - How to Keep Them Operational  [B143-010].txt,4735,17-10-24 14:52,0,0,1,0,0,0
720913 — HCO Bulletin — Catastrophes from and Repair of ''No Interest'' Items  [B012-155].txt,2044,17-10-24 14:51,0,0,0,0,0,0
720913 — HCO Bulletin — Catastrophes from and Repair of ''No Interest'' Items  [B050-020].txt,2049,17-10-24 14:52,0,0,1,0,0,0
720914 — HCO Bulletin — TRs in Cramming and Training  [B012-156].txt,2812,17-10-24 14:51,0,0,0,0,0,0
720918 — HCO Bulletin — Expanded Dianetic Case C  [B050-021].txt,11591,17-10-24 14:51,0,0,0,0,0,0
720920 — HCO Bulletin — TR Training under LRH  [B012-157].txt,15047,17-10-24 14:52,0,0,1,0,0,0
720920 — HCO Bulletin — TR Training under LRH  [B050-022].txt,15062,17-10-24 14:51,0,0,0,0,0,0
"720922 — HCO Bulletin — Basic Principles of Translation, The  [B050-023].txt",5581,17-10-24 14:52,0,0,1,0,0,0
"721011 — HCO Bulletin — Tape Reference System, The  [B048-012].txt",3713,17-10-24 14:52,0,0,1,0,0,0
721019 — HCO Bulletin — Expanded Dianetic Case D  [B012-161].txt,20618,17-10-24 14:52,0,0,1,0,0,0
721019 — HCO Bulletin — Expanded Dianetic Case D  [B050-029].txt,20616,17-10-24 14:51,0,0,1,0,0,0
721020 — HCO Bulletin — Expanded Dianetic Case E  [B050-030].txt,14745,17-10-24 14:52,0,0,1,0,0,0
721021 Issue 1 — HCO Bulletin — Expanded Dianetic Case F  [B012-162].txt,19262,17-10-24 14:52,0,0,1,0,0,0
721021 Issue 1 — HCO Bulletin — Expanded Dianetic Case F  [B050-031].txt,19470,17-10-24 14:51,0,1,1,0,0,0
721021 Issue 2 — HCO Bulletin — Multiple Flow Evil Purpose Rundown  [B012-163].txt,2019,17-10-24 14:52,0,0,1,0,0,0
721021 Issue 2 — HCO Bulletin — Multiple Flow Evil Purpose Rundown  [B050-032].txt,2022,17-10-24 14:51,0,0,1,0,0,0
721021 Issue 2 — HCO Bulletin — Multiple Flow Evil Purpose Rundown  [B050-033].txt,2027,17-10-24 14:52,0,0,1,0,0,0
721022 — HCO Bulletin — Expanded Dianetic Case G  [B012-164].txt,10417,17-10-24 14:52,0,0,0,0,0,0
721022 — HCO Bulletin — Expanded Dianetic Case G  [B050-034].txt,10408,17-10-24 14:51,0,0,0,0,0,0
721024 — HCO Bulletin — 'To date the PC has not resumed his Exp Dn Program...'  [B048-034].txt,489,17-10-24 14:52,0,0,1,0,7,1
721024 — HCO Bulletin — Expanded Dianetic Case I  [B012-165].txt,18899,17-10-24 14:51,0,0,1,0,0,0
721025 — HCO Bulletin — Expanded Dianetic Case J  [B012-167].txt,6966,17-10-24 14:51,0,1,0,0,0,0
721025 — HCO Bulletin — Expanded Dianetic Case J  [B050-035].txt,7039,17-10-24 14:51,0,1,0,0,0,0
721029 — HCO Bulletin — Expanded Dianetic Case K  [B050-036].txt,29065,17-10-24 14:52,0,0,0,0,0,0
721030 — HCO Bulletin — Expanded Dianetic Case L  [B050-037].txt,10433,17-10-24 14:51,0,0,1,0,0,0
721101 — HCO Bulletin — Expanded Dianetic Case M  [B050-038].txt,21295,17-10-24 14:52,0,0,1,0,0,0
"721102 — HCO Bulletin — Auditor Admin Series for Use by All Auditors, The  [B012-168].txt",2863,17-10-24 14:52,0,0,0,0,0,0
"721102 — HCO Bulletin — Auditor Admin Series for Use by All Auditors, The  [B050-039].txt",2859,17-10-24 14:51,0,0,1,0,0,0
"721103 — HCO Bulletin — PC Folder and Its Contents, The  [B012-170].txt",5743,17-10-24 14:52,0,0,1,0,0,0
"721103R — HCO Bulletin — PC Folder and Its Contents, The  [B051-013].txt",5910,17-10-24 14:51,0,23,1,0,0,4
"721104 — HCO Bulletin — Folder, The  [B050-042].txt",4768,17-10-24 14:51,0,0,1,0,0,0
721105 Issue 1 — HCO Bulletin — Case Progress Sheet  [B050-043].txt,1754,17-10-24 14:52,0,0,1,0,0,0
"721105 Issue 2 — HCO Bulletin — Yellow Sheet, The  [B050-045].txt",854,17-10-24 14:52,0,0,2,0,11,2
"721105 Issue 3 — HCO Bulletin — Folder Summary, The  [B012-171].txt",5353,17-10-24 14:52,0,0,0,0,0,0
"721105 Issue 3 — HCO Bulletin — Folder Summary, The  [B050-046].txt",5345,17-10-24 14:51,0,0,0,0,0,0
721105 Issue 4 — HCO Bulletin — OCA Graphs  [B012-172].txt,2268,17-10-24 14:51,0,0,1,0,0,0
721105 Issue 4 — HCO Bulletin — OCA Graphs  [B050-047].txt,2278,17-10-24 14:52,0,0,1,0,0,0
"721106 Issue 2 — HCO Bulletin — Program Sheet, The  [B012-174].txt",2729,17-10-24 14:51,0,0,0,0,0,0
"721106 Issue 2 — HCO Bulletin — Program Sheet, The  [B050-050].txt",2736,17-10-24 14:52,0,0,0,0,0,0
"721106 Issue 3 — HCO Bulletin — Auditor's CS, The  [B050-051].txt",1458,17-10-24 14:51,0,0,1,0,0,0
"721106 Issue 4 — HCO Bulletin — Exam Report, The  [B012-176].txt",5609,17-10-24 14:51,0,0,0,0,0,0
"721106 Issue 4 — HCO Bulletin — Exam Report, The  [B050-052].txt",5642,17-10-24 14:52,0,0,0,0,0,0
"721106 Issue 5 — HCO Bulletin — Summary Report Form, The  [B012-177].txt",2996,17-10-24 14:52,0,0,1,0,0,0
"721106 Issue 5 — HCO Bulletin — Summary Report Form, The  [B050-054].txt",2991,17-10-24 14:51,0,0,0,0,0,0
"721106 Issue 6 — HCO Bulletin — Auditor Report Form, The  [B012-180].txt",2638,17-10-24 14:52,0,0,0,0,0,0
"721106 Issue 6 — HCO Bulletin — Auditor Report Form, The  [B050-056].txt",2656,17-10-24 14:51,0,0,0,0,0,0
"721106 Issue 7 — HCO Bulletin — Worksheets, The  [B012-181].txt",4455,17-10-24 14:51,0,0,0,0,0,0
"721106 Issue 7 — HCO Bulletin — Worksheets, The  [B050-057].txt",4503,17-10-24 14:52,0,0,0,0,0,0
721106 — HCO Bulletin — Illiteracy and Work  [B012-173].txt,3618,17-10-24 14:51,0,0,0,0,1,0
721106 — HCO Bulletin — Illiteracy and Work  [B050-049].txt,3612,17-10-24 14:51,0,0,0,0,0,0
721107 Issue 1 — HCO Bulletin — Correction Lists  [B012-182].txt,1788,17-10-24 14:51,0,0,1,0,0,0
721107 Issue 1 — HCO Bulletin — Correction Lists  [B050-058].txt,1787,17-10-24 14:51,0,0,1,0,0,0
721107 Issue 2 — HCO Bulletin — Clearing Lists  [B012-183].txt,1900,17-10-24 14:51,0,0,1,0,0,0
721107 Issue 2 — HCO Bulletin — Clearing Lists  [B050-059].txt,1931,17-10-24 14:52,0,0,1,0,0,0
721107 Issue 3 — HCO Bulletin — L & N Lists  [B012-184].txt,2544,17-10-24 14:52,0,0,0,0,0,0
721107 Issue 3 — HCO Bulletin — L & N Lists  [B050-060].txt,2603,17-10-24 14:51,0,0,0,0,0,0
721107 Issue 4 — HCO Bulletin — Dianetic Assessment Lists  [B012-185].txt,1853,17-10-24 14:51,0,0,1,0,0,0
721107 Issue 4 — HCO Bulletin — Dianetic Assessment Lists  [B050-061].txt,1842,17-10-24 14:51,0,0,1,0,0,0
721107 Issue 5 — HCO Bulletin — Miscellaneous Reports  [B012-186].txt,6392,17-10-24 14:52,0,0,0,0,0,0
721107 Issue 5 — HCO Bulletin — Miscellaneous Reports  [B050-062].txt,6396,17-10-24 14:52,0,0,0,0,0,0
"721108 Issue 1 — HCO Bulletin — Dianetic Flow Table, The  [B012-187].txt",1240,17-10-24 14:51,0,0,7,0,8,3
"721108 Issue 1 — HCO Bulletin — Dianetic Flow Table, The  [B050-063].txt",1231,17-10-24 14:52,0,0,6,0,2,1
721108 Issue 2 — HCO Bulletin — Folder Error Summaries  [B012-188].txt,4747,17-10-24 14:51,0,0,0,0,0,0
721108 Issue 2 — HCO Bulletin — Folder Error Summaries  [B050-064].txt,4736,17-10-24 14:51,0,0,1,0,0,0
721108 Issue 3 — HCO Bulletin — Invoice Form and Routing Form  [B012-189].txt,3481,17-10-24 14:52,0,0,1,0,0,0
721108 Issue 3 — HCO Bulletin — Invoice Form and Routing Form  [B050-065].txt,3504,17-10-24 14:51,0,0,1,0,0,0
"721108RA — HCO Bulletin — Dianetic Full Flow Table, The  [B055-036].txt",2964,17-10-24 14:52,0,0,1,0,0,0
721112 — HCO Bulletin — Registrar Salesmanship Drills  [B012-190].txt,47173,17-10-24 14:52,0,0,0,0,0,0
721112 — HCO Bulletin — Registrar Salesmanship Drills  [B050-067].txt,47150,17-10-24 14:51,0,0,1,0,0,0
"721112-1 — HCO Bulletin — Registrar Salesmanship Drills, Amendment  [B096-027].txt",1011,17-10-24 14:52,0,0,1,0,7,1
721115 Issue 2 — HCO Bulletin — Students Who Succeed  [B012-192].txt,5681,17-10-24 14:51,0,0,1,0,3,0
721115 Issue 2 — HCO Bulletin — Students Who Succeed  [B050-069].txt,5697,17-10-24 14:51,0,0,1,0,11,2
721115 — HCO Bulletin — How to Use the Cramming Off TRs Booklets and Tapes  [B012-191].txt,5063,17-10-24 14:52,0,0,1,0,0,0
721115 — HCO Bulletin — How to Use the Cramming Off TRs Booklets and Tapes  [B050-068].txt,5051,17-10-24 14:52,0,0,1,0,0,0
721202 — HCO Bulletin — Integrity Processing Drills  [B012-196].txt,21005,17-10-24 14:52,0,0,1,0,0,0
721202 — HCO Bulletin — Integrity Processing Drills  [B050-073].txt,21116,17-10-24 14:51,0,0,1,0,0,0
721203 — HCO Bulletin — Student Comm Lag on Checkouts  [B012-197].txt,2655,17-10-24 14:52,0,0,1,0,12,2
721203 — HCO Bulletin — Student Comm Lag on Checkouts  [B050-074].txt,2647,17-10-24 14:51,0,0,1,0,20,4
721203 — HCO Bulletin — Student Comm Lag on Checkouts  [B143-012].txt,2486,17-10-24 14:52,0,0,1,0,0,0
721204 — HCO Bulletin — Historical  [B012-198].txt,4692,17-10-24 14:52,0,0,1,36,25,12
721204 — HCO Bulletin — Historical  [B050-075].txt,4704,17-10-24 14:52,0,0,1,27,6,6
721205 — HCO Bulletin — Procedure  [B012-199].txt,6701,17-10-24 14:51,0,0,0,0,0,0
721205 — HCO Bulletin — Procedure  [B050-076].txt,6726,17-10-24 14:52,0,0,0,0,0,0
721206 — HCO Bulletin — Hi Lo TA Assessment for Integrity Processing  [B012-200].txt,2914,17-10-24 14:51,0,0,1,0,0,0
721207 — HCO Bulletin — Mid-Integrity Processing Short Assessment  [B012-201].txt,2110,17-10-24 14:52,0,9,1,0,0,2
721207 — HCO Bulletin — Mid-Integrity Processing Short Assessment  [B050-078].txt,2085,17-10-24 14:52,0,0,1,0,0,0
721208 — HCO Bulletin — Integrity Processing Repair List - List L1R  [B051-016].txt,2890,17-10-24 14:51,0,0,1,0,0,0
721208R — HCO Bulletin — Integrity Processing Repair List - List L1R  [B013-003].txt,2943,17-10-24 14:52,0,0,1,0,0,0
721209 — HCO Bulletin — Why Overts Work  [B012-202].txt,3586,17-10-24 14:51,0,0,1,0,0,0
721209 — HCO Bulletin — Why Overts Work  [B050-079].txt,3616,17-10-24 14:52,0,0,0,0,3,0
721210 — HCO Bulletin — Fundamentals  [B012-203].txt,13700,17-10-24 14:52,0,0,0,0,40,8
721210 — HCO Bulletin — Fundamentals  [B050-080].txt,13654,17-10-24 14:52,1,0,0,0,99,20
"721211 — HCO Bulletin — Tech and Ethics of Integrity Processing, The  [B012-204].txt",7016,17-10-24 14:52,0,0,1,0,0,0
"721211 — HCO Bulletin — Tech and Ethics of Integrity Processing, The  [B050-081].txt",7025,17-10-24 14:52,0,0,1,0,0,0
"721211R — HCO Bulletin — Tech and Ethics of Integrity Processing, The  [B013-004].txt",7186,17-10-24 14:52,0,0,1,0,0,0
"721211R — HCO Bulletin — Tech and Ethics of Integrity Processing, The  [B051-014].txt",7113,17-10-24 14:52,0,0,1,0,0,0
721212 — HCO Bulletin — Rudiments  [B012-205].txt,639,17-10-24 14:51,0,0,3,0,0,0
721212 — HCO Bulletin — Rudiments  [B050-082].txt,642,17-10-24 14:51,0,0,3,0,0,0
721213 — HCO Bulletin — Integrity Processing Questions Must Be FNed  [B012-206].txt,2817,17-10-24 14:52,0,0,1,0,0,0
721213 — HCO Bulletin — Integrity Processing Questions Must Be FNed  [B050-083].txt,2813,17-10-24 14:52,0,0,1,0,0,0
721213R — HCO Bulletin — Integrity Processing Questions Must Be FNed  [B052-061].txt,2848,17-10-24 14:51,0,0,1,0,0,0
721214 — HCO Bulletin — Generalities Won't Do  [B012-207].txt,4166,17-10-24 14:51,0,0,1,0,0,0
721214R — HCO Bulletin — Generalities Won't Do  [B013-005].txt,4335,17-10-24 14:52,0,0,1,0,0,0
721214R — HCO Bulletin — Generalities Won't Do  [B051-015].txt,4346,17-10-24 14:52,0,0,1,0,0,0
721214R — HCO Bulletin — Generalities Won't Do  [B052-057].txt,4380,17-10-24 14:51,0,0,1,0,0,0
"721215 — HCO Bulletin — Withholds, Missed and Partial  [B012-208].txt",3357,17-10-24 14:52,0,0,1,1,76,15
"721215 — HCO Bulletin — Withholds, Missed and Partial  [B050-084].txt",3364,17-10-24 14:51,0,0,1,0,99,20
"721215R — HCO Bulletin — Withholds, Missed and Partial  [B052-059].txt",3464,17-10-24 14:52,0,0,1,0,1,0
721216 — HCO Bulletin — Help the PC  [B012-209].txt,2448,17-10-24 14:51,0,0,1,0,1,0
721216 — HCO Bulletin — Help the PC  [B050-085].txt,2445,17-10-24 14:51,0,0,0,0,50,10
721216 — HCO Bulletin — Help the PC  [B052-062].txt,2525,17-10-24 14:52,0,0,0,0,0,0
721217 — HCO Bulletin — Havingness  [B012-210].txt,1137,17-10-24 14:52,0,0,2,0,99,20
721217 — HCO Bulletin — Havingness  [B050-086].txt,1134,17-10-24 14:51,0,0,2,3,99,20
721218 — HCO Bulletin — Aspects of Integrity Processing  [B012-211].txt,5620,17-10-24 14:52,0,0,1,0,0,0
721218 — HCO Bulletin — Aspects of Integrity Processing  [B050-087].txt,5620,17-10-24 14:51,0,0,1,0,0,0
721219 — HCO Bulletin — Auditing Errors in Integrity Processing  [B012-212].txt,2151,17-10-24 14:52,0,0,1,0,0,0
721219 — HCO Bulletin — Auditing Errors in Integrity Processing  [B050-088].txt,2158,17-10-24 14:52,0,0,1,0,0,0
721220 — HCO Bulletin — Sequence and Use of Integrity Processing Forms  [B012-213].txt,2992,17-10-24 14:52,0,0,1,0,0,0
721220 — HCO Bulletin — Sequence and Use of Integrity Processing Forms  [B050-089].txt,3004,17-10-24 14:52,0,0,1,0,0,0
721221 — HCO Bulletin — Formulating Integrity Processing Questions  [B012-214].txt,5476,17-10-24 14:52,0,0,0,0,0,0
721221 — HCO Bulletin — Formulating Integrity Processing Questions  [B050-090].txt,5511,17-10-24 14:52,0,0,1,0,1,0
721222 — HCO Bulletin — Ordering Personnel to Integrity Processing  [B012-215].txt,1307,17-10-24 14:52,0,0,1,0,0,0
721222 — HCO Bulletin — Ordering Personnel to Integrity Processing  [B050-091].txt,1303,17-10-24 14:51,0,0,1,0,1,0
721223 — HCO Bulletin — CSing Integrity Processing  [B012-216].txt,2915,17-10-24 14:51,0,0,1,0,0,0
721223 — HCO Bulletin — CSing Integrity Processing  [B050-092].txt,2920,17-10-24 14:51,0,0,1,0,0,0
721224 Issue 1 — HCO Bulletin — Integrity Processing Form 01 - The Basic Integrity List  [B012-217].txt,4963,17-10-24 14:52,0,0,1,0,32,6
721224 Issue 1 — HCO Bulletin — Integrity Processing Form 01 - The Basic Integrity List  [B050-093].txt,5067,17-10-24 14:52,0,0,1,2,99,20
721224 Issue 2 — HCO Bulletin — Integrity Processing Form 02 - General Staff Integrity List  [B012-218].txt,3906,17-10-24 14:52,0,0,1,0,5,1
